month,product_id,provider_id,units_sold,units_returned,orders,gross_revenue_eur,discount_eur,net_revenue_eur,page_views,add_to_cart
2025-04,SKU-002-031,PRV-002,136,42,136,5841.2,760.21,5080.99,4125,384
2025-04,SKU-002-033,PRV-002,499,158,499,4466.05,606.8,3859.25,14790,1171
2025-04,SKU-002-034,PRV-002,294,93,294,7923.3,923.21,7000.09,13277,1660
2025-04,SKU-002-035,PRV-002,572,171,572,23423.4,3247.27,20176.13,18866,2109
2025-04,SKU-002-036,PRV-002,221,73,221,4850.95,548.8,4302.15,12108,1031
2025-04,SKU-002-037,PRV-002,707,270,707,13397.65,1719.79,11677.86,23298,2732
2025-04,SKU-002-038,PRV-002,730,216,730,10183.5,1517.44,8666.06,23931,2165
2025-04,SKU-002-039,PRV-002,181,52,181,2524.95,367.55,2157.4,8934,914
2025-04,SKU-002-040,PRV-002,424,126,424,11850.8,1398.95,10451.85,14721,966
2025-05,SKU-002-001,PRV-002,810,244,810,16159.5,2257.84,13901.66,36240,3619
2025-05,SKU-002-002,PRV-002,342,127,342,13320.9,1988.87,11332.03,11399,1171
2025-05,SKU-002-003,PRV-002,237,65,237,2595.15,377.64,2217.51,12991,800
2025-05,SKU-002-004,PRV-002,1042,296,1042,10367.9,1200.02,9167.88,35363,2844
2025-05,SKU-002-005,PRV-002,719,218,719,16501.05,2396.16,14104.89,28224,2554
2025-05,SKU-002-007,PRV-002,516,177,516,6682.2,911.47,5770.73,26197,2895
2025-05,SKU-002-008,PRV-002,203,63,203,3643.85,525.92,3117.93,8230,1000
2025-05,SKU-002-009,PRV-002,275,91,275,2736.25,314.78,2421.47,14083,1321
2025-05,SKU-002-010,PRV-002,895,249,895,33965.25,4289.27,29675.98,35118,2570
2025-05,SKU-002-011,PRV-002,387,116,387,17395.65,2592.5,14803.15,17744,1110
2025-05,SKU-002-012,PRV-002,141,50,141,1402.95,165.94,1237.01,7150,605
2025-05,SKU-002-013,PRV-002,796,242,796,22248.2,3271.61,18976.59,24325,1648
2025-05,SKU-002-014,PRV-002,134,39,134,2539.3,335.28,2204.02,7684,462
2025-05,SKU-002-015,PRV-002,250,75,250,5237.5,745.55,4491.95,5509,351
2025-05,SKU-002-016,PRV-002,271,81,271,7303.45,1042.62,6260.83,13878,1833
2025-05,SKU-002-017,PRV-002,945,335,945,9402.75,1256.51,8146.24,25102,3278
2025-05,SKU-002-018,PRV-002,92,26,92,1743.4,239.43,1503.97,3150,206
2025-05,SKU-002-019,PRV-002,856,252,856,10229.2,1414.1,8815.1,44185,5430
2025-05,SKU-002-020,PRV-002,648,210,648,10983.6,1431.12,9552.48,29813,3700
2025-05,SKU-002-022,PRV-002,61,22,61,1338.95,188.4,1150.55,3235,235
2025-05,SKU-002-024,PRV-002,285,90,285,8250.75,1094.69,7156.06,7896,564
2025-05,SKU-002-025,PRV-002,346,105,346,3096.7,425.37,2671.33,9932,1143
2025-05,SKU-002-027,PRV-002,411,144,411,3678.45,442.73,3235.72,23494,2003
2025-05,SKU-002-029,PRV-002,104,33,104,1658.8,218.25,1440.55,4010,331
2025-05,SKU-002-030,PRV-002,196,57,196,8810.2,1214.12,7596.08,5993,507
2025-05,SKU-002-031,PRV-002,84,23,84,3607.8,511.84,3095.96,4546,323
2025-05,SKU-002-033,PRV-002,1009,324,1009,9030.55,1305.43,7725.12,37905,2142
2025-05,SKU-002-034,PRV-002,233,68,233,6279.35,822.57,5456.78,5370,711
2025-05,SKU-002-035,PRV-002,762,226,762,31203.9,3713.03,27490.87,32568,3436
2025-05,SKU-002-036,PRV-002,199,61,199,4368.05,485.16,3882.89,9258,682
2025-05,SKU-002-037,PRV-002,517,191,517,9797.15,1191.53,8605.62,16686,1663
2025-05,SKU-002-038,PRV-002,742,228,742,10350.9,1469.59,8881.31,29686,1776
2025-05,SKU-002-039,PRV-002,159,49,159,2218.05,309.6,1908.45,7550,794
2025-05,SKU-002-040,PRV-002,493,143,493,13779.35,1599.37,12179.98,16334,1587
2025-06,SKU-002-001,PRV-002,798,237,798,15920.1,2159.44,13760.66,18453,1661
2025-06,SKU-002-002,PRV-002,383,141,383,14917.85,1999.3,12918.55,8875,770
2025-06,SKU-002-003,PRV-002,271,78,271,2967.45,394.3,2573.15,9273,930
2025-06,SKU-002-004,PRV-002,948,284,948,9432.6,1336.87,8095.73,35237,3483
2025-06,SKU-002-005,PRV-002,760,238,760,17442.0,2439.39,15002.61,38103,3591
2025-06,SKU-002-007,PRV-002,241,91,241,3120.95,430.68,2690.27,9519,1143
2025-06,SKU-002-008,PRV-002,121,39,121,2171.95,286.5,1885.45,6734,909
2025-06,SKU-002-009,PRV-002,104,32,104,1034.8,144.1,890.7,3309,427
2025-06,SKU-002-010,PRV-002,918,292,918,34838.1,4101.13,30736.97,50071,4666
2025-06,SKU-002-011,PRV-002,409,124,409,18384.55,2713.31,15671.24,12560,1125
2025-06,SKU-002-012,PRV-002,115,42,115,1144.25,144.8,999.45,4674,514
2025-06,SKU-002-013,PRV-002,936,273,936,26161.2,3574.36,22586.84,31845,2706
2025-06,SKU-002-014,PRV-002,104,33,104,1970.8,233.2,1737.6,2982,201
2025-06,SKU-002-015,PRV-002,199,63,199,4169.05,504.42,3664.63,7904,999
2025-06,SKU-002-016,PRV-002,262,75,262,7060.9,1008.28,6052.62,12519,1458
2025-06,SKU-002-017,PRV-002,829,305,829,8248.55,1150.31,7098.24,33841,4231
2025-06,SKU-002-018,PRV-002,125,36,125,2368.75,318.16,2050.59,4626,612
2025-06,SKU-002-019,PRV-002,854,252,854,10205.3,1484.93,8720.37,43320,2643
2025-06,SKU-002-020,PRV-002,511,150,511,8661.45,1057.21,7604.24,18712,1905
2025-06,SKU-002-022,PRV-002,95,37,95,2085.25,274.06,1811.19,3679,322
2025-06,SKU-002-024,PRV-002,221,65,221,6397.95,927.36,5470.59,9436,1256
2025-06,SKU-002-025,PRV-002,299,99,299,2676.05,386.31,2289.74,13947,1781
2025-06,SKU-002-027,PRV-002,286,99,286,2559.7,302.96,2256.74,7032,877
2025-06,SKU-002-029,PRV-002,122,38,122,1945.9,236.94,1708.96,6048,596
2025-06,SKU-002-030,PRV-002,155,48,155,6967.25,853.08,6114.17,4005,250
2025-06,SKU-002-031,PRV-002,113,33,113,4853.35,588.11,4265.24,5420,448
2025-06,SKU-002-033,PRV-002,733,213,733,6560.35,861.81,5698.54,26002,1542
2025-06,SKU-002-034,PRV-002,356,102,356,9594.2,1405.16,8189.04,11394,952
2025-06,SKU-002-035,PRV-002,569,169,569,23300.55,2808.97,20491.58,26723,1788
2025-06,SKU-002-036,PRV-002,234,74,234,5136.3,571.6,4564.7,13134,1728
2025-06,SKU-002-037,PRV-002,701,269,701,13283.95,1537.24,11746.71,26860,1760
2025-06,SKU-002-038,PRV-002,695,226,695,9695.25,1413.03,8282.22,16451,1971
2025-06,SKU-002-039,PRV-002,144,41,144,2008.8,232.43,1776.37,5901,469
2025-06,SKU-002-040,PRV-002,436,134,436,12186.2,1633.65,10552.55,16411,2053
2025-07,SKU-002-001,PRV-002,744,214,744,14842.8,3346.78,11496.02,17133,1093
2025-07,SKU-002-002,PRV-002,491,180,491,19124.45,4975.31,14149.14,26789,1841
2025-07,SKU-002-003,PRV-002,442,133,442,4839.9,1189.48,3650.42,10043,1204
2025-07,SKU-002-004,PRV-002,771,239,771,7671.45,1731.15,5940.3,26971,1886
2025-07,SKU-002-005,PRV-002,714,220,714,16386.3,4270.9,12115.4,30239,2676
2025-07,SKU-002-007,PRV-002,462,159,462,5982.9,1591.68,4391.22,19417,2345
2025-07,SKU-002-008,PRV-002,257,75,257,4613.15,1318.87,3294.28,14061,1726
2025-07,SKU-002-009,PRV-002,278,84,278,2766.1,612.08,2154.02,7072,824
2025-07,SKU-002-010,PRV-002,573,172,573,21745.35,5904.27,15841.08,32268,3147
2025-07,SKU-002-011,PRV-002,405,127,405,18204.75,5096.03,13108.72,10594,824
2025-07,SKU-002-012,PRV-002,108,37,108,1074.6,262.86,811.74,2793,174
2025-07,SKU-002-013,PRV-002,974,296,974,27223.3,6433.12,20790.18,45469,2855
2025-07,SKU-002-014,PRV-002,121,36,121,2292.95,551.71,1741.24,6649,759
2025-07,SKU-002-015,PRV-002,112,32,112,2346.4,599.28,1747.12,2843,192
2025-07,SKU-002-016,PRV-002,237,72,237,6387.15,1639.4,4747.75,7458,967
2025-07,SKU-002-017,PRV-002,690,262,690,6865.5,1868.25,4997.25,16218,1887
2025-07,SKU-002-018,PRV-002,168,51,168,3183.6,892.22,2291.38,3824,214
2025-07,SKU-002-019,PRV-002,780,251,780,9321.0,2206.16,7114.84,45206,6088
2025-07,SKU-002-020,PRV-002,496,149,496,8407.2,1927.75,6479.45,11293,813
2025-07,SKU-002-022,PRV-002,124,49,124,2721.8,619.74,2102.06,3985,319
2025-07,SKU-002-024,PRV-002,169,50,169,4892.55,1375.73,3516.82,7227,554
2025-07,SKU-002-025,PRV-002,228,70,228,2040.6,570.14,1470.46,11378,1387
2025-07,SKU-002-027,PRV-002,393,144,393,3517.35,890.95,2626.4,10640,1371
2025-07,SKU-002-029,PRV-002,121,37,121,1929.95,510.86,1419.09,6928,627
2025-07,SKU-002-030,PRV-002,161,49,161,7236.95,1721.24,5515.71,5357,295
2025-07,SKU-002-031,PRV-002,125,39,125,5368.75,1479.58,3889.17,4383,337
2025-07,SKU-002-033,PRV-002,817,247,817,7312.15,1623.09,5689.06,22015,2075
2025-07,SKU-002-034,PRV-002,340,103,340,9163.0,2474.88,6688.12,18936,1512
2025-07,SKU-002-035,PRV-002,557,167,557,22809.15,5528.26,17280.89,26216,3197
2025-07,SKU-002-036,PRV-002,245,76,245,5377.75,1398.76,3978.99,7087,645
2025-07,SKU-002-037,PRV-002,536,194,536,10157.2,2437.43,7719.77,27280,1940
2025-07,SKU-002-038,PRV-002,604,172,604,8425.8,1922.05,6503.75,24281,2969
2025-07,SKU-002-039,PRV-002,131,40,131,1827.45,411.45,1416.0,4874,319
2025-08,SKU-002-001,PRV-002,844,269,844,16837.8,2314.2,14523.6,28809,2402
2025-08,SKU-002-002,PRV-002,632,221,632,24616.4,3283.05,21333.35,22619,2010
2025-08,SKU-002-003,PRV-002,444,141,444,4861.8,648.94,4212.86,18031,1350
2025-08,SKU-002-004,PRV-002,1043,323,1043,10377.85,1424.86,8952.99,50781,2943
2025-08,SKU-002-005,PRV-002,688,207,688,15789.6,2317.14,13472.46,29591,3008
2025-08,SKU-002-007,PRV-002,527,184,527,6824.65,838.13,5986.52,13963,920
2025-08,SKU-002-008,PRV-002,238,72,238,4272.1,573.15,3698.95,5941,483
2025-08,SKU-002-009,PRV-002,325,99,325,3233.75,403.16,2830.59,17185,2017
2025-08,SKU-002-010,PRV-002,778,254,778,29525.1,4176.14,25348.96,40225,5043
2025-08,SKU-002-011,PRV-002,518,152,518,23284.1,3282.26,20001.84,17519,1200
2025-08,SKU-002-012,PRV-002,144,51,144,1432.8,200.8,1232.0,7773,1011
2025-08,SKU-002-013,PRV-002,587,168,587,16406.65,2085.09,14321.56,18752,1565
2025-08,SKU-002-014,PRV-002,137,44,137,2596.15,299.61,2296.54,4953,420
2025-08,SKU-002-015,PRV-002,172,56,172,3603.4,406.26,3197.14,6286,771
2025-08,SKU-002-016,PRV-002,289,92,289,7788.55,941.23,6847.32,15901,1590
2025-08,SKU-002-017,PRV-002,969,373,969,9641.55,1276.07,8365.48,39475,4845
2025-08,SKU-002-018,PRV-002,207,64,207,3922.65,507.99,3414.66,6749,579
2025-08,SKU-002-019,PRV-002,854,266,854,10205.3,1383.29,8822.01,25890,2235
2025-08,SKU-002-020,PRV-002,464,153,464,7864.8,1120.38,6744.42,24759,2380
2025-08,SKU-002-022,PRV-002,157,57,157,3446.15,439.49,3006.66,6553,449
2025-08,SKU-002-024,PRV-002,243,76,243,7034.85,872.29,6162.56,12925,874
2025-08,SKU-002-025,PRV-002,243,78,243,2174.85,291.04,1883.81,11301,1484
2025-08,SKU-002-027,PRV-002,325,118,325,2908.75,381.28,2527.47,14469,1697
2025-08,SKU-002-029,PRV-002,138,43,138,2201.1,261.16,1939.94,6528,605
2025-08,SKU-002-030,PRV-002,168,51,168,7551.6,893.03,6658.57,7907,650
2025-08,SKU-002-031,PRV-002,109,33,109,4681.55,628.74,4052.81,5292,713
2025-08,SKU-002-033,PRV-002,994,309,994,8896.3,1217.19,7679.11,44259,3418
2025-08,SKU-002-034,PRV-002,392,121,392,10564.4,1264.49,9299.91,12032,686
2025-08,SKU-002-035,PRV-002,465,139,465,19041.75,2201.14,16840.61,25729,1950
2025-08,SKU-002-036,PRV-002,263,80,263,5772.85,697.66,5075.19,12545,948
2025-08,SKU-002-037,PRV-002,512,191,512,9702.4,1317.48,8384.92,20325,1252
2025-08,SKU-002-038,PRV-002,790,243,790,11020.5,1241.38,9779.12,21307,1703
2025-08,SKU-002-039,PRV-002,136,45,136,1897.2,234.47,1662.73,3280,383
2025-09,SKU-002-001,PRV-002,868,237,868,17316.6,2115.07,15201.53,19691,2522
2025-09,SKU-002-002,PRV-002,787,299,787,30653.65,3933.15,26720.5,19435,2460
2025-09,SKU-002-003,PRV-002,450,148,450,4927.5,598.75,4328.75,11921,1484
2025-09,SKU-002-004,PRV-002,974,299,974,9691.3,1434.11,8257.19,28499,3094
2025-09,SKU-002-005,PRV-002,911,277,911,20907.45,2931.39,17976.06,22766,2620
2025-09,SKU-002-007,PRV-002,164,57,164,2123.8,258.4,1865.4,5624,642
2025-09,SKU-002-008,PRV-002,285,94,285,5115.75,737.87,4377.88,14216,1633
2025-09,SKU-002-009,PRV-002,300,93,300,2985.0,332.71,2652.29,14437,1223
2025-09,SKU-002-010,PRV-002,767,251,767,29107.65,4130.38,24977.27,32508,1869
2025-09,SKU-002-011,PRV-002,423,127,423,19013.85,2426.11,16587.74,24023,1768
2025-09,SKU-002-012,PRV-002,136,49,136,1353.2,162.41,1190.79,3122,378
2025-09,SKU-002-013,PRV-002,983,314,983,27474.85,3741.82,23733.03,47890,3060
2025-09,SKU-002-014,PRV-002,113,37,113,2141.35,283.57,1857.78,5244,529
2025-09,SKU-002-015,PRV-002,193,60,193,4043.35,477.63,3565.72,6817,410
2025-09,SKU-002-016,PRV-002,300,91,300,8085.0,933.84,7151.16,15186,1762
2025-09,SKU-002-017,PRV-002,757,295,757,7532.15,832.43,6699.72,40428,4022
2025-09,SKU-002-018,PRV-002,152,49,152,2880.4,342.2,2538.2,6641,566
2025-09,SKU-002-019,PRV-002,936,301,936,11185.2,1269.24,9915.96,36855,2638
2025-09,SKU-002-020,PRV-002,644,202,644,10915.8,1544.51,9371.29,33853,2670
2025-09,SKU-002-022,PRV-002,139,54,139,3051.05,441.9,2609.15,5131,559
2025-09,SKU-002-024,PRV-002,226,72,226,6542.7,790.45,5752.25,5763,686
2025-09,SKU-002-025,PRV-002,338,99,338,3025.1,436.57,2588.53,11708,1040
2025-09,SKU-002-027,PRV-002,479,174,479,4287.05,560.79,3726.26,26383,1686
2025-09,SKU-002-029,PRV-002,127,38,127,2025.65,272.09,1753.56,4445,353
2025-09,SKU-002-030,PRV-002,217,65,217,9754.15,1411.92,8342.23,11786,1584
2025-09,SKU-002-031,PRV-002,125,40,125,5368.75,647.01,4721.74,5889,645
2025-09,SKU-002-032,PRV-002,110,41,110,2524.5,314.74,2209.76,4805,582
2025-09,SKU-002-033,PRV-002,791,256,791,7079.45,878.3,6201.15,31943,2264
2025-09,SKU-002-034,PRV-002,407,130,407,10968.65,1495.22,9473.43,13479,1548
2025-09,SKU-002-035,PRV-002,542,179,542,22194.9,3232.44,18962.46,30578,2836
2025-09,SKU-002-036,PRV-002,88,31,88,1931.6,241.14,1690.46,4552,528
2025-09,SKU-002-037,PRV-002,540,194,540,10233.0,1175.29,9057.71,27692,2388
2025-09,SKU-002-038,PRV-002,590,185,590,8230.5,1133.66,7096.84,33578,3992
2025-09,SKU-002-039,PRV-002,160,49,160,2232.0,298.17,1933.83,9254,859
2025-10,SKU-002-001,PRV-002,649,208,649,12947.55,1891.24,11056.31,30187,2243
2025-10,SKU-002-002,PRV-002,656,245,656,25551.2,3020.83,22530.37,36824,3684
2025-10,SKU-002-003,PRV-002,565,189,565,6186.75,875.22,5311.53,20702,2240
2025-10,SKU-002-004,PRV-002,903,284,903,8984.85,1331.53,7653.32,33971,3953
2025-10,SKU-002-005,PRV-002,720,224,720,16524.0,2446.94,14077.06,19701,1376
2025-10,SKU-002-007,PRV-002,471,178,471,6099.45,817.68,5281.77,20334,1807
2025-10,SKU-002-008,PRV-002,300,88,300,5385.0,661.31,4723.69,11596,1459
2025-10,SKU-002-009,PRV-002,376,111,376,3741.2,546.92,3194.28,9346,1019
2025-10,SKU-002-010,PRV-002,774,247,774,29373.3,3875.52,25497.78,26120,1668
2025-10,SKU-002-011,PRV-002,441,132,441,19822.95,2803.97,17018.98,17848,1971
2025-10,SKU-002-012,PRV-002,154,58,154,1532.3,180.75,1351.55,8068,954
2025-10,SKU-002-013,PRV-002,1020,313,1020,28509.0,3938.59,24570.41,33752,2936
2025-10,SKU-002-014,PRV-002,131,40,131,2482.45,321.76,2160.69,3671,309
2025-10,SKU-002-015,PRV-002,188,61,188,3938.6,490.99,3447.61,9043,683
2025-10,SKU-002-016,PRV-002,242,78,242,6521.9,925.09,5596.81,11418,1043
2025-10,SKU-002-017,PRV-002,1049,380,1049,10437.55,1194.17,9243.38,33004,3554
2025-10,SKU-002-018,PRV-002,209,68,209,3960.55,569.55,3391.0,11321,720
2025-10,SKU-002-019,PRV-002,1019,307,1019,12177.05,1361.64,10815.41,50786,6062
2025-10,SKU-002-020,PRV-002,494,153,494,8373.3,1198.37,7174.93,23875,2532
2025-10,SKU-002-022,PRV-002,118,45,118,2590.1,346.76,2243.34,5307,532
2025-10,SKU-002-024,PRV-002,213,66,213,6166.35,904.95,5261.4,10291,1215
2025-10,SKU-002-025,PRV-002,333,102,333,2980.35,333.02,2647.33,19233,2581
2025-10,SKU-002-027,PRV-002,366,140,366,3275.7,364.56,2911.14,15192,1262
2025-10,SKU-002-029,PRV-002,100,31,100,1595.0,218.2,1376.8,3739,260
2025-10,SKU-002-030,PRV-002,209,62,209,9394.55,1398.94,7995.61,8140,532
2025-10,SKU-002-031,PRV-002,128,40,128,5497.6,697.29,4800.31,6180,571
2025-10,SKU-002-032,PRV-002,194,74,194,4452.3,593.51,3858.79,7288,598
2025-10,SKU-002-033,PRV-002,892,278,892,7983.4,953.22,7030.18,49720,4884
2025-10,SKU-002-034,PRV-002,204,64,204,5497.8,773.81,4723.99,4924,648
2025-10,SKU-002-035,PRV-002,794,251,794,32514.3,4358.65,28155.65,36874,3460
2025-10,SKU-002-036,PRV-002,237,81,237,5202.15,689.17,4512.98,9787,1321
2025-10,SKU-002-037,PRV-002,555,210,555,10517.25,1563.29,8953.96,16351,1066
2025-10,SKU-002-038,PRV-002,626,209,626,8732.7,1082.2,7650.5,23659,2553
2025-10,SKU-002-039,PRV-002,168,49,168,2343.6,310.44,2033.16,7042,389
2025-11,SKU-002-001,PRV-002,940,292,940,18753.0,5413.32,13339.68,28026,3175
2025-11,SKU-002-002,PRV-002,1050,369,1050,40897.5,13142.82,27754.68,54691,3944
2025-11,SKU-002-003,PRV-002,357,109,357,3909.15,1313.92,2595.23,9430,809
2025-11,SKU-002-004,PRV-002,815,271,815,8109.25,2621.66,5487.59,32986,2661
2025-11,SKU-002-005,PRV-002,1284,423,1284,29467.8,9659.84,19807.96,47952,4602
2025-11,SKU-002-007,PRV-002,619,249,619,8016.05,2522.08,5493.97,30081,1830
2025-11,SKU-002-008,PRV-002,177,59,177,3177.15,1125.33,2051.82,9935,645
2025-11,SKU-002-009,PRV-002,277,91,277,2756.15,970.36,1785.79,10053,1311
2025-11,SKU-002-010,PRV-002,1189,378,1189,45122.55,15642.74,29479.81,56269,4273
2025-11,SKU-002-011,PRV-002,783,235,783,35195.85,10551.86,24643.99,19823,1942
2025-11,SKU-002-012,PRV-002,151,56,151,1502.45,471.06,1031.39,3802,505
2025-11,SKU-002-013,PRV-002,1154,384,1154,32254.3,9479.66,22774.64,41621,3446
2025-11,SKU-002-014,PRV-002,88,28,88,1667.6,544.47,1123.13,5074,592
2025-11,SKU-002-015,PRV-002,352,102,352,7374.4,2223.62,5150.78,20072,1977
2025-11,SKU-002-016,PRV-002,333,99,333,8974.35,2492.54,6481.81,11197,845
2025-11,SKU-002-017,PRV-002,1317,487,1317,13104.15,4517.27,8586.88,31767,3344
2025-11,SKU-002-018,PRV-002,292,96,292,5533.4,1463.95,4069.45,10788,912
2025-11,SKU-002-019,PRV-002,1226,398,1226,14650.7,4184.87,10465.83,48040,5852
2025-11,SKU-002-020,PRV-002,708,233,708,12000.6,3666.04,8334.56,39982,2909
2025-11,SKU-002-022,PRV-002,148,59,148,3248.6,1124.72,2123.88,6425,371
2025-11,SKU-002-024,PRV-002,325,99,325,9408.75,3035.96,6372.79,10272,773
2025-11,SKU-002-025,PRV-002,459,153,459,4108.05,1214.5,2893.55,20715,1284
2025-11,SKU-002-027,PRV-002,458,178,458,4099.1,1186.53,2912.57,20892,1981
2025-11,SKU-002-028,PRV-002,394,129,394,4708.3,1291.1,3417.2,15471,927
2025-11,SKU-002-029,PRV-002,103,32,103,1642.85,526.11,1116.74,5648,682
2025-11,SKU-002-030,PRV-002,298,98,298,13395.1,4220.56,9174.54,15174,1993
2025-11,SKU-002-031,PRV-002,209,69,209,8976.55,2507.79,6468.76,9604,663
2025-11,SKU-002-032,PRV-002,311,117,311,7137.45,2002.98,5134.47,11269,621
2025-11,SKU-002-033,PRV-002,1128,363,1128,10095.6,2952.0,7143.6,33912,4238
2025-11,SKU-002-034,PRV-002,564,165,564,15199.8,4956.74,10243.06,12682,1644
2025-11,SKU-002-035,PRV-002,832,254,832,34070.4,11049.78,23020.62,40000,2243
2025-11,SKU-002-036,PRV-002,295,98,295,6475.25,1815.59,4659.66,9214,545
2025-11,SKU-002-037,PRV-002,725,280,725,13738.75,4420.87,9317.88,24203,2442
2025-11,SKU-002-038,PRV-002,1112,353,1112,15512.4,5149.46,10362.94,54263,6265
2025-11,SKU-002-039,PRV-002,204,60,204,2845.8,966.49,1879.31,6808,493
2025-12,SKU-002-001,PRV-002,760,237,760,15162.0,2022.44,13139.56,35235,3416
2025-12,SKU-002-002,PRV-002,824,312,824,32094.8,3592.53,28502.27,38379,3303
2025-12,SKU-002-003,PRV-002,563,182,563,6164.85,908.73,5256.12,22813,1608
2025-12,SKU-002-004,PRV-002,949,313,949,9442.55,1081.9,8360.65,53540,6139
2025-12,SKU-002-005,PRV-002,1162,385,1162,26667.9,3497.71,23170.19,26694,1937
2025-12,SKU-002-007,PRV-002,599,223,599,7757.05,915.79,6841.26,13696,1588
2025-12,SKU-002-008,PRV-002,266,88,266,4774.7,551.54,4223.16,12573,999
2025-12,SKU-002-009,PRV-002,401,135,401,3989.95,528.78,3461.17,9144,796
2025-12,SKU-002-010,PRV-002,1109,346,1109,42086.55,5159.68,36926.87,59150,6791
2025-12,SKU-002-011,PRV-002,537,174,537,24138.15,3597.31,20540.84,16472,1747
2025-12,SKU-002-012,PRV-002,130,47,130,1293.5,159.21,1134.29,3159,405
2025-12,SKU-002-013,PRV-002,810,254,810,22639.5,3202.6,19436.9,23097,1640
2025-12,SKU-002-014,PRV-002,172,54,172,3259.4,482.77,2776.63,7427,623
2025-12,SKU-002-015,PRV-002,250,78,250,5237.5,637.27,4600.23,14038,1324
2025-12,SKU-002-016,PRV-002,249,75,249,6710.55,899.09,5811.46,12534,932
2025-12,SKU-002-017,PRV-002,947,332,947,9422.65,1363.49,8059.16,37547,3714
2025-12,SKU-002-018,PRV-002,163,53,163,3088.85,460.5,2628.35,4008,375
2025-12,SKU-002-019,PRV-002,1182,416,1182,14124.9,1666.43,12458.47,28146,2111
2025-12,SKU-002-020,PRV-002,693,225,693,11746.35,1430.51,10315.84,17087,1648
2025-12,SKU-002-022,PRV-002,154,59,154,3380.3,374.62,3005.68,4163,357
2025-12,SKU-002-024,PRV-002,252,91,252,7295.4,1024.14,6271.26,9588,725
2025-12,SKU-002-025,PRV-002,377,122,377,3374.15,429.55,2944.6,10283,1327
2025-12,SKU-002-027,PRV-002,450,171,450,4027.5,457.63,3569.87,25858,3040
2025-12,SKU-002-028,PRV-002,292,93,292,3489.4,512.39,2977.01,6507,435
2025-12,SKU-002-029,PRV-002,129,43,129,2057.55,279.53,1778.02,7362,686
2025-12,SKU-002-030,PRV-002,186,59,186,8360.7,1099.36,7261.34,6178,487
2025-12,SKU-002-031,PRV-002,162,47,162,6957.9,922.29,6035.61,4475,318
2025-12,SKU-002-032,PRV-002,346,125,346,7940.7,1139.22,6801.48,11602,736
2025-12,SKU-002-033,PRV-002,1137,370,1137,10176.15,1474.69,8701.46,31973,1929
2025-12,SKU-002-034,PRV-002,400,126,400,10780.0,1426.55,9353.45,11852,815
2025-12,SKU-002-035,PRV-002,820,270,820,33579.0,4121.99,29457.01,34644,4405
2025-12,SKU-002-036,PRV-002,249,80,249,5465.55,701.46,4764.09,14079,976
2025-12,SKU-002-037,PRV-002,835,302,835,15823.25,2318.01,13505.24,46399,5945
2025-12,SKU-002-038,PRV-002,821,268,821,11452.95,1468.53,9984.42,27324,2737
2025-12,SKU-002-039,PRV-002,178,55,178,2483.1,330.8,2152.3,9630,981
2026-01,SKU-002-001,PRV-002,845,280,845,16857.75,4726.9,12130.85,42736,4682
2026-01,SKU-002-002,PRV-002,691,251,691,26914.45,6773.38,20141.07,15847,1558
2026-01,SKU-002-003,PRV-002,527,160,527,5770.65,1367.66,4402.99,19173,2140
2026-01,SKU-002-004,PRV-002,784,259,784,7800.8,2083.23,5717.57,24399,2746
2026-01,SKU-002-005,PRV-002,960,324,960,22032.0,6379.97,15652.03,50019,5492
2026-01,SKU-002-006,PRV-002,161,52,161,1923.95,430.65,1493.3,4816,425
2026-01,SKU-002-007,PRV-002,453,179,453,5866.35,1377.33,4489.02,23970,1325
2026-01,SKU-002-008,PRV-002,274,100,274,4918.3,1320.8,3597.5,15567,1498
2026-01,SKU-002-009,PRV-002,260,83,260,2587.0,692.99,1894.01,11657,832
2026-01,SKU-002-010,PRV-002,858,291,858,32561.1,9469.89,23091.21,29107,2713
2026-01,SKU-002-011,PRV-002,516,166,516,23194.2,5353.73,17840.47,22268,1533
2026-01,SKU-002-012,PRV-002,138,52,138,1373.1,403.44,969.66,3758,324
2026-01,SKU-002-013,PRV-002,1055,316,1055,29487.25,7586.43,21900.82,30396,2992
2026-01,SKU-002-014,PRV-002,139,41,139,2634.05,744.05,1890.0,7521,967
2026-01,SKU-002-015,PRV-002,216,66,216,4525.2,1005.51,3519.69,6375,392
2026-01,SKU-002-016,PRV-002,272,82,272,7330.4,1809.44,5520.96,7052,946
2026-01,SKU-002-017,PRV-002,336,129,336,3343.2,871.47,2471.73,15839,1922
2026-01,SKU-002-018,PRV-002,111,35,111,2103.45,567.19,1536.26,3151,386
2026-01,SKU-002-019,PRV-002,758,247,758,9058.1,2201.82,6856.28,42269,3587
2026-01,SKU-002-020,PRV-002,511,158,511,8661.45,2342.66,6318.79,22345,2589
2026-01,SKU-002-021,PRV-002,79,25,79,1023.05,234.14,788.91,2196,164
2026-01,SKU-002-022,PRV-002,153,59,153,3358.35,792.16,2566.19,3501,328
2026-01,SKU-002-023,PRV-002,112,38,112,3242.4,952.31,2290.09,3649,378
2026-01,SKU-002-024,PRV-002,244,75,244,7063.8,1894.87,5168.93,6668,498
2026-01,SKU-002-025,PRV-002,142,47,142,1270.9,366.99,903.91,5141,383
2026-01,SKU-002-026,PRV-002,243,77,243,6062.85,1731.74,4331.11,9142,685
2026-01,SKU-002-027,PRV-002,341,128,341,3051.95,876.74,2175.21,8566,1145
