month,product_id,provider_id,units_on_hand_end,units_received,stockout_days,days_of_cover,sell_through_pct
2026-02,SKU-002-028,PRV-002,732,831,0,33.3,47.4
2026-02,SKU-002-029,PRV-002,182,107,2,43.3,40.9
2026-02,SKU-002-031,PRV-002,176,156,0,40.6,42.5
2026-02,SKU-002-032,PRV-002,571,233,0,55.4,35.1
2026-02,SKU-002-033,PRV-002,1227,890,9,51.1,37.0
2026-02,SKU-002-034,PRV-002,591,395,3,54.7,35.4
2026-02,SKU-002-035,PRV-002,947,749,0,37.4,44.5
2026-02,SKU-002-036,PRV-002,331,219,0,42.1,41.6
2026-02,SKU-002-037,PRV-002,677,443,0,41.1,42.2
2026-02,SKU-002-038,PRV-002,651,420,9,37.5,44.5
2026-02,SKU-002-039,PRV-002,276,165,0,43.1,41.0
2026-03,SKU-002-001,PRV-002,1474,666,0,55.8,35.0
2026-03,SKU-002-002,PRV-002,1169,570,0,46.3,39.3
2026-03,SKU-002-003,PRV-002,377,261,0,32.6,47.9
2026-03,SKU-002-004,PRV-002,1675,983,0,53.7,35.8
2026-03,SKU-002-005,PRV-002,983,753,0,34.7,46.4
2026-03,SKU-002-006,PRV-002,321,302,0,39.5,43.2
2026-03,SKU-002-007,PRV-002,614,366,0,40.3,42.7
2026-03,SKU-002-008,PRV-002,240,146,0,37.1,44.7
2026-03,SKU-002-009,PRV-002,297,277,0,33.0,47.6
2026-03,SKU-002-010,PRV-002,1524,989,0,58.3,34.0
2026-03,SKU-002-011,PRV-002,692,527,3,46.2,39.4
2026-03,SKU-002-012,PRV-002,155,148,0,37.5,44.4
2026-03,SKU-002-013,PRV-002,1076,737,0,38.8,43.6
2026-03,SKU-002-014,PRV-002,176,110,9,59.3,33.6
2026-03,SKU-002-015,PRV-002,286,229,0,37.6,44.4
2026-03,SKU-002-016,PRV-002,201,137,16,52.9,36.2
2026-03,SKU-002-017,PRV-002,1378,690,0,58.4,33.9
2026-03,SKU-002-018,PRV-002,339,238,0,53.2,36.0
2026-03,SKU-002-019,PRV-002,1233,875,0,50.1,37.4
2026-03,SKU-002-020,PRV-002,617,272,7,54.3,35.6
2026-03,SKU-002-021,PRV-002,208,199,0,39.2,43.3
2026-03,SKU-002-022,PRV-002,136,102,0,31.1,49.1
2026-03,SKU-002-023,PRV-002,255,204,0,33.1,47.5
2026-03,SKU-002-024,PRV-002,254,226,0,37.2,44.7
2026-03,SKU-002-025,PRV-002,388,207,9,51.5,36.8
2026-03,SKU-002-026,PRV-002,790,476,0,49.1,37.9
2026-03,SKU-002-027,PRV-002,321,226,9,41.5,42.0
2026-03,SKU-002-028,PRV-002,433,209,21,51.3,36.9
2026-03,SKU-002-029,PRV-002,148,113,0,37.9,44.2
2026-03,SKU-002-031,PRV-002,204,138,0,49.0,38.0
2026-03,SKU-002-032,PRV-002,541,306,0,49.9,37.5
2026-03,SKU-002-033,PRV-002,1082,842,0,46.8,39.0
2026-03,SKU-002-034,PRV-002,488,471,0,37.6,44.4
2026-03,SKU-002-035,PRV-002,1031,692,0,42.5,41.4
2026-03,SKU-002-036,PRV-002,274,257,0,34.2,46.7
2026-03,SKU-002-037,PRV-002,598,512,0,37.5,44.5
2026-03,SKU-002-038,PRV-002,688,400,7,39.5,43.1
2026-03,SKU-002-039,PRV-002,173,108,0,38.2,44.0
2026-04,SKU-002-001,PRV-002,847,687,0,33.7,47.1
2026-04,SKU-002-002,PRV-002,680,446,16,52.4,36.4
2026-04,SKU-002-003,PRV-002,891,509,0,55.0,35.3
2026-04,SKU-002-004,PRV-002,1180,635,0,44.0,40.6
2026-04,SKU-002-005,PRV-002,1026,698,0,33.9,47.0
2026-04,SKU-002-006,PRV-002,281,232,0,37.3,44.6
2026-04,SKU-002-007,PRV-002,924,465,0,58.1,34.0
2026-04,SKU-002-008,PRV-002,209,181,0,31.0,49.1
2026-04,SKU-002-009,PRV-002,373,232,3,45.7,39.6
2026-04,SKU-002-010,PRV-002,766,810,0,32.1,48.3
2026-04,SKU-002-011,PRV-002,588,496,0,32.8,47.7
2026-04,SKU-002-012,PRV-002,230,126,0,55.2,35.2
2026-04,SKU-002-013,PRV-002,1675,1068,0,58.3,34.0
2026-04,SKU-002-014,PRV-002,140,84,0,40.4,42.6
2026-04,SKU-002-015,PRV-002,465,271,0,56.9,34.5
2026-04,SKU-002-016,PRV-002,133,96,21,43.4,40.9
2026-04,SKU-002-017,PRV-002,1365,1245,0,41.6,41.9
2026-04,SKU-002-018,PRV-002,213,141,0,35.5,45.8
2026-04,SKU-002-019,PRV-002,989,814,0,34.5,46.5
2026-04,SKU-002-020,PRV-002,647,442,5,39.3,43.3
2026-04,SKU-002-021,PRV-002,184,148,0,32.1,48.3
2026-04,SKU-002-022,PRV-002,233,137,0,54.2,35.6
2026-04,SKU-002-023,PRV-002,189,152,5,31.9,48.5
2026-04,SKU-002-024,PRV-002,442,205,0,48.6,38.2
2026-04,SKU-002-025,PRV-002,382,245,0,45.7,39.7
2026-04,SKU-002-026,PRV-002,207,204,21,35.7,45.7
2026-04,SKU-002-027,PRV-002,236,203,21,40.9,42.3
2026-04,SKU-002-028,PRV-002,1267,697,0,55.1,35.3
2026-04,SKU-002-029,PRV-002,122,77,0,38.1,44.0
2026-04,SKU-002-031,PRV-002,234,95,0,58.0,34.1
2026-04,SKU-002-032,PRV-002,646,282,0,59.3,33.6
2026-04,SKU-002-033,PRV-002,847,607,0,31.6,48.7
2026-04,SKU-002-034,PRV-002,551,476,0,41.3,42.1
2026-04,SKU-002-035,PRV-002,908,527,0,52.7,36.3
2026-04,SKU-002-036,PRV-002,367,251,0,44.8,40.1
2026-04,SKU-002-037,PRV-002,912,542,0,47.7,38.6
2026-04,SKU-002-038,PRV-002,1067,822,0,41.5,41.9
2026-04,SKU-002-039,PRV-002,197,157,0,31.3,49.0
2026-05,SKU-002-001,PRV-002,1095,731,0,53.4,36.0
2026-05,SKU-002-002,PRV-002,887,1006,0,30.9,49.3
2026-05,SKU-002-003,PRV-002,604,428,0,36.5,45.1
2026-05,SKU-002-004,PRV-002,1533,939,0,49.9,37.5
2026-05,SKU-002-005,PRV-002,771,889,0,31.5,48.8
2026-05,SKU-002-006,PRV-002,348,249,0,37.4,44.5
2026-05,SKU-002-007,PRV-002,556,408,0,35.6,45.7
2026-05,SKU-002-008,PRV-002,472,233,0,47.2,38.9
2026-05,SKU-002-009,PRV-002,374,287,0,42.7,41.3
2026-05,SKU-002-010,PRV-002,1381,725,3,46.3,39.3
2026-05,SKU-002-011,PRV-002,439,400,0,33.3,47.4
2026-05,SKU-002-012,PRV-002,174,162,0,37.6,44.4
2026-05,SKU-002-013,PRV-002,977,959,0,31.5,48.8
2026-05,SKU-002-014,PRV-002,122,90,5,35.9,45.5
2026-05,SKU-002-015,PRV-002,261,256,0,37.8,44.2
2026-05,SKU-002-016,PRV-002,350,280,0,45.9,39.6
2026-05,SKU-002-017,PRV-002,1156,905,0,49.3,37.8
2026-05,SKU-002-018,PRV-002,276,151,0,54.8,35.4
2026-05,SKU-002-019,PRV-002,1829,881,0,52.6,36.3
2026-05,SKU-002-020,PRV-002,1085,503,0,58.9,33.8
2026-05,SKU-002-021,PRV-002,333,263,0,46.2,39.3
2026-05,SKU-002-022,PRV-002,151,156,0,31.9,48.5
2026-05,SKU-002-023,PRV-002,552,319,0,59.4,33.6
2026-05,SKU-002-024,PRV-002,430,189,0,52.2,36.5
2026-05,SKU-002-025,PRV-002,410,242,0,41.7,41.8
2026-05,SKU-002-026,PRV-002,710,401,0,42.2,41.6
2026-05,SKU-002-027,PRV-002,502,283,5,52.5,36.4
2026-05,SKU-002-028,PRV-002,1238,734,0,50.8,37.1
2026-05,SKU-002-029,PRV-002,145,89,12,58.8,33.8
2026-05,SKU-002-031,PRV-002,205,99,0,47.7,38.6
2026-05,SKU-002-032,PRV-002,586,252,0,53.3,36.0
2026-05,SKU-002-033,PRV-002,1234,913,0,38.6,43.7
2026-05,SKU-002-034,PRV-002,486,308,0,46.9,39.0
2026-05,SKU-002-035,PRV-002,700,625,2,43.1,41.0
2026-05,SKU-002-036,PRV-002,326,201,5,57.9,34.1
2026-05,SKU-002-037,PRV-002,1086,647,0,53.7,35.9
2026-05,SKU-002-038,PRV-002,399,258,21,45.2,39.9
2026-05,SKU-002-039,PRV-002,256,116,2,52.2,36.5
2026-06,SKU-002-001,PRV-002,644,695,0,32.4,48.1
2026-06,SKU-002-002,PRV-002,850,961,0,34.2,46.7
2026-06,SKU-002-003,PRV-002,342,316,5,30.8,49.3
2026-06,SKU-002-005,PRV-002,924,755,5,37.6,44.4
2026-06,SKU-002-006,PRV-002,663,391,0,59.4,33.6
2026-06,SKU-002-007,PRV-002,468,293,16,51.4,36.8
2026-06,SKU-002-008,PRV-002,279,253,2,42.3,41.5
2026-06,SKU-002-009,PRV-002,477,311,0,55.5,35.1
2026-06,SKU-002-010,PRV-002,1350,782,0,40.3,42.7
2026-06,SKU-002-011,PRV-002,735,350,0,54.4,35.5
2026-06,SKU-002-012,PRV-002,156,118,0,45.0,40.0
2026-06,SKU-002-013,PRV-002,1201,692,0,42.6,41.3
2026-06,SKU-002-014,PRV-002,261,151,0,59.3,33.6
2026-06,SKU-002-015,PRV-002,221,147,0,36.2,45.3
2026-06,SKU-002-016,PRV-002,390,273,0,50.2,37.4
2026-06,SKU-002-017,PRV-002,1901,776,0,57.8,34.2
2026-06,SKU-002-018,PRV-002,242,134,0,49.7,37.6
2026-06,SKU-002-019,PRV-002,1497,864,0,47.1,38.9
2026-06,SKU-002-020,PRV-002,840,738,0,42.0,41.7
2026-06,SKU-002-021,PRV-002,216,206,0,32.9,47.7
2026-06,SKU-002-022,PRV-002,205,149,0,50.4,37.3
2026-06,SKU-002-023,PRV-002,333,200,12,56.4,34.7
2026-06,SKU-002-024,PRV-002,319,282,0,39.1,43.4
2026-06,SKU-002-025,PRV-002,387,257,0,43.8,40.6
2026-06,SKU-002-026,PRV-002,1077,531,0,54.0,35.7
2026-06,SKU-002-027,PRV-002,658,443,0,48.3,38.3
2026-06,SKU-002-028,PRV-002,734,484,0,44.8,40.1
2026-06,SKU-002-029,PRV-002,53,44,21,37.9,44.2
2026-06,SKU-002-031,PRV-002,200,117,0,43.5,40.8
2026-06,SKU-002-033,PRV-002,1169,933,0,42.5,41.4
2026-06,SKU-002-034,PRV-002,457,295,0,41.3,42.1
2026-06,SKU-002-035,PRV-002,1286,869,0,52.3,36.5
2026-06,SKU-002-036,PRV-002,462,300,0,52.9,36.2
2026-06,SKU-002-037,PRV-002,1025,537,0,51.9,36.6
2026-06,SKU-002-038,PRV-002,1088,717,0,54.9,35.4
2026-06,SKU-002-039,PRV-002,170,163,0,32.5,48.0
2026-07,SKU-002-001,PRV-002,1219,701,0,53.1,36.1
2026-07,SKU-002-002,PRV-002,856,888,0,37.4,44.5
2026-07,SKU-002-003,PRV-002,1039,668,0,59.4,33.6
2026-07,SKU-002-005,PRV-002,1044,685,0,42.6,41.3
2026-07,SKU-002-006,PRV-002,411,293,0,53.1,36.1
2026-07,SKU-002-007,PRV-002,396,356,2,32.6,47.9
2026-07,SKU-002-008,PRV-002,481,332,0,49.8,37.6
2026-07,SKU-002-009,PRV-002,402,331,0,33.8,47.0
2026-07,SKU-002-010,PRV-002,1055,704,0,34.7,46.4
2026-07,SKU-002-011,PRV-002,797,362,0,55.5,35.1
2026-07,SKU-002-012,PRV-002,181,122,7,49.8,37.6
2026-07,SKU-002-013,PRV-002,891,737,0,40.0,42.8
2026-07,SKU-002-014,PRV-002,141,120,0,39.5,43.1
2026-07,SKU-002-015,PRV-002,281,169,0,49.6,37.7
2026-07,SKU-002-016,PRV-002,397,245,0,44.6,40.2
2026-07,SKU-002-017,PRV-002,1359,577,0,55.6,35.0
2026-07,SKU-002-018,PRV-002,221,203,0,33.8,47.0
2026-07,SKU-002-019,PRV-002,1194,1148,0,39.7,43.0
2026-07,SKU-002-020,PRV-002,626,573,0,35.5,45.8
2026-07,SKU-002-021,PRV-002,265,198,0,45.2,39.9
2026-07,SKU-002-022,PRV-002,112,91,12,43.1,41.1
2026-07,SKU-002-023,PRV-002,231,164,0,32.5,48.0
2026-07,SKU-002-024,PRV-002,246,238,0,37.3,44.6
2026-07,SKU-002-025,PRV-002,354,305,0,36.7,44.9
2026-07,SKU-002-026,PRV-002,603,378,0,42.1,41.6
2026-07,SKU-002-027,PRV-002,464,455,0,35.2,46.0
2026-07,SKU-002-028,PRV-002,1145,601,0,58.5,33.9
2026-07,SKU-002-029,PRV-002,125,118,0,32.6,47.9
2026-07,SKU-002-031,PRV-002,229,105,0,50.9,37.1
2026-07,SKU-002-033,PRV-002,1450,1169,0,45.7,39.6
2026-07,SKU-002-034,PRV-002,561,291,0,45.0,40.0
2026-07,SKU-002-035,PRV-002,969,530,0,58.7,33.8
2026-07,SKU-002-036,PRV-002,255,174,0,40.1,42.8
2026-07,SKU-002-037,PRV-002,992,556,5,52.5,36.4
2026-07,SKU-002-038,PRV-002,1426,771,0,54.6,35.4
2026-07,SKU-002-039,PRV-002,225,145,0,35.9,45.5
2026-08,SKU-002-001,PRV-002,461,384,16,44.6,40.2
2026-08,SKU-002-002,PRV-002,1178,776,0,58.0,34.1
2026-08,SKU-002-003,PRV-002,795,659,0,43.9,40.6
2026-08,SKU-002-005,PRV-002,1169,916,0,49.2,37.9
2026-08,SKU-002-006,PRV-002,342,286,0,41.0,42.2
2026-08,SKU-002-007,PRV-002,735,422,0,54.6,35.5
2026-08,SKU-002-008,PRV-002,300,199,0,41.3,42.1
2026-08,SKU-002-009,PRV-002,277,331,0,31.5,48.8
2026-08,SKU-002-010,PRV-002,1621,1088,0,52.1,36.6
2026-08,SKU-002-011,PRV-002,701,385,0,54.1,35.7
2026-08,SKU-002-012,PRV-002,199,106,0,51.5,36.8
2026-08,SKU-002-013,PRV-002,887,679,9,50.8,37.1
2026-08,SKU-002-014,PRV-002,218,137,0,48.4,38.2
2026-08,SKU-002-015,PRV-002,330,303,0,41.4,42.0
2026-08,SKU-002-016,PRV-002,536,320,0,55.1,35.3
2026-08,SKU-002-017,PRV-002,1678,836,0,52.6,36.3
2026-08,SKU-002-018,PRV-002,233,176,0,33.3,47.4
2026-08,SKU-002-019,PRV-002,2000,1001,0,58.8,33.8
2026-08,SKU-002-020,PRV-002,900,731,2,47.8,38.6
2026-08,SKU-002-021,PRV-002,385,207,0,49.6,37.7
2026-08,SKU-002-022,PRV-002,128,111,3,36.2,45.3
2026-08,SKU-002-023,PRV-002,550,221,0,59.1,33.7
2026-08,SKU-002-024,PRV-002,372,236,0,53.1,36.1
2026-08,SKU-002-025,PRV-002,440,255,0,46.6,39.1
2026-08,SKU-002-026,PRV-002,694,553,0,42.8,41.2
2026-08,SKU-002-027,PRV-002,669,335,0,50.8,37.1
2026-08,SKU-002-028,PRV-002,1161,775,0,52.7,36.3
2026-08,SKU-002-029,PRV-002,182,84,0,57.5,34.3
2026-08,SKU-002-031,PRV-002,193,184,0,36.2,45.3
2026-08,SKU-002-033,PRV-002,1330,905,0,49.4,37.8
2026-08,SKU-002-034,PRV-002,658,370,0,49.2,37.9
2026-08,SKU-002-035,PRV-002,698,620,0,31.7,48.6
2026-08,SKU-002-036,PRV-002,222,168,0,35.6,45.7
2026-08,SKU-002-037,PRV-002,755,692,0,35.1,46.1
2026-08,SKU-002-038,PRV-002,1458,758,0,58.3,34.0
2026-08,SKU-002-039,PRV-002,291,149,0,58.6,33.9
2024-09,SKU-003-001,PRV-003,761,360,0,82.4,26.7
2024-09,SKU-003-002,PRV-003,437,205,0,72.8,29.2
2024-09,SKU-003-004,PRV-003,691,248,0,73.8,28.9
2024-09,SKU-003-007,PRV-003,206,62,0,82.4,26.7
2024-09,SKU-003-008,PRV-003,263,145,0,63.6,32.0
2024-09,SKU-003-009,PRV-003,176,89,0,75.4,28.5
2024-09,SKU-003-010,PRV-003,571,232,0,61.0,33.0
2024-09,SKU-003-011,PRV-003,611,295,0,78.7,27.6
2024-09,SKU-003-012,PRV-003,230,139,0,56.6,34.7
2024-09,SKU-003-013,PRV-003,598,278,0,76.7,28.1
2024-09,SKU-003-014,PRV-003,405,199,0,46.2,39.4
2024-09,SKU-003-016,PRV-003,574,258,0,82.0,26.8
2024-09,SKU-003-017,PRV-003,346,112,0,73.6,29.0
2024-09,SKU-003-018,PRV-003,118,58,0,69.4,30.2
2024-09,SKU-003-019,PRV-003,159,90,0,55.5,35.1
2024-09,SKU-003-021,PRV-003,668,350,0,65.5,31.4
2024-09,SKU-003-022,PRV-003,538,361,0,48.5,38.2
2024-09,SKU-003-023,PRV-003,812,328,0,80.4,27.2
2024-10,SKU-003-001,PRV-003,639,246,0,75.5,28.4
2024-10,SKU-003-002,PRV-003,393,221,0,61.7,32.7
2024-10,SKU-003-004,PRV-003,559,333,0,50.4,37.3
2024-10,SKU-003-007,PRV-003,120,56,0,48.6,38.1
2024-10,SKU-003-008,PRV-003,225,111,0,54.4,35.5
2024-10,SKU-003-009,PRV-003,103,64,0,44.1,40.5
2024-10,SKU-003-010,PRV-003,448,266,0,55.8,35.0
2024-10,SKU-003-011,PRV-003,484,204,0,76.4,28.2
2024-10,SKU-003-012,PRV-003,152,113,0,45.1,39.9
2024-10,SKU-003-013,PRV-003,652,215,0,70.6,29.8
2024-10,SKU-003-014,PRV-003,508,257,0,64.0,31.9
2024-10,SKU-003-016,PRV-003,378,216,7,50.2,37.4
2024-10,SKU-003-017,PRV-003,261,93,0,69.9,30.0
2024-10,SKU-003-018,PRV-003,125,47,0,83.3,26.5
2024-10,SKU-003-019,PRV-003,190,101,0,57.6,34.3
2024-10,SKU-003-021,PRV-003,737,302,0,64.1,31.9
2024-10,SKU-003-022,PRV-003,619,394,0,59.5,33.5
2024-10,SKU-003-023,PRV-003,856,403,0,74.9,28.6
2024-11,SKU-003-001,PRV-003,429,240,0,45.8,39.6
2024-11,SKU-003-002,PRV-003,438,256,0,59.2,33.6
2024-11,SKU-003-004,PRV-003,1141,349,0,80.7,27.1
2024-11,SKU-003-007,PRV-003,207,106,0,62.7,32.4
2024-11,SKU-003-008,PRV-003,411,230,0,54.3,35.6
2024-11,SKU-003-009,PRV-003,196,75,0,71.7,29.5
2024-11,SKU-003-010,PRV-003,920,442,0,74.2,28.8
2024-11,SKU-003-011,PRV-003,682,306,0,76.1,28.3
2024-11,SKU-003-012,PRV-003,335,172,0,63.2,32.2
2024-11,SKU-003-013,PRV-003,626,396,0,59.4,33.5
2024-11,SKU-003-014,PRV-003,671,345,3,69.2,30.2
2024-11,SKU-003-015,PRV-003,400,136,0,73.6,29.0
2024-11,SKU-003-016,PRV-003,536,275,0,51.9,36.6
2024-11,SKU-003-017,PRV-003,361,162,0,77.4,27.9
2024-11,SKU-003-018,PRV-003,115,58,0,52.3,36.5
2024-11,SKU-003-019,PRV-003,265,83,0,77.2,28.0
2024-11,SKU-003-021,PRV-003,672,511,0,50.8,37.1
2024-11,SKU-003-022,PRV-003,705,383,0,55.8,35.0
2024-11,SKU-003-023,PRV-003,952,423,3,81.4,26.9
2024-12,SKU-003-001,PRV-003,481,271,0,47.0,39.0
2024-12,SKU-003-002,PRV-003,497,200,0,62.4,32.5
2024-12,SKU-003-004,PRV-003,841,394,0,78.6,27.6
2024-12,SKU-003-007,PRV-003,182,92,0,54.1,35.7
2024-12,SKU-003-008,PRV-003,445,231,0,70.6,29.8
2024-12,SKU-003-009,PRV-003,149,52,0,67.7,30.7
2024-12,SKU-003-010,PRV-003,853,293,0,81.0,27.0
2024-12,SKU-003-011,PRV-003,445,199,0,60.4,33.2
2024-12,SKU-003-012,PRV-003,280,125,0,73.0,29.1
2024-12,SKU-003-013,PRV-003,780,521,0,57.4,34.3
2024-12,SKU-003-014,PRV-003,597,399,0,56.9,34.5
2024-12,SKU-003-015,PRV-003,328,234,0,46.6,39.1
2024-12,SKU-003-016,PRV-003,842,387,0,82.3,26.7
2024-12,SKU-003-017,PRV-003,244,148,0,48.5,38.2
2024-12,SKU-003-018,PRV-003,108,57,0,62.3,32.5
2024-12,SKU-003-019,PRV-003,154,93,0,52.5,36.4
2024-12,SKU-003-021,PRV-003,850,262,0,75.9,28.3
2024-12,SKU-003-022,PRV-003,771,571,0,48.3,38.3
2024-12,SKU-003-023,PRV-003,645,368,0,64.7,31.7
2025-01,SKU-003-001,PRV-003,539,303,0,68.8,30.4
2025-01,SKU-003-002,PRV-003,487,229,0,74.5,28.7
2025-01,SKU-003-004,PRV-003,512,251,0,59.1,33.7
2025-01,SKU-003-007,PRV-003,151,80,0,47.7,38.6
2025-01,SKU-003-008,PRV-003,303,145,0,61.8,32.7
2025-01,SKU-003-009,PRV-003,194,74,0,80.8,27.1
2025-01,SKU-003-010,PRV-003,617,224,0,75.2,28.5
2025-01,SKU-003-011,PRV-003,413,202,0,49.0,38.0
2025-01,SKU-003-012,PRV-003,193,99,0,60.3,33.2
2025-01,SKU-003-013,PRV-003,535,284,0,64.2,31.8
2025-01,SKU-003-014,PRV-003,434,249,0,58.6,33.8
2025-01,SKU-003-015,PRV-003,640,218,0,83.5,26.4
2025-01,SKU-003-016,PRV-003,704,256,0,65.0,31.6
2025-01,SKU-003-017,PRV-003,196,88,0,58.8,33.8
2025-01,SKU-003-018,PRV-003,85,31,7,63.8,32.0
2025-01,SKU-003-019,PRV-003,184,76,0,75.6,28.4
2025-01,SKU-003-021,PRV-003,801,260,0,69.9,30.0
2025-01,SKU-003-022,PRV-003,572,412,0,46.9,39.0
2025-01,SKU-003-023,PRV-003,766,356,0,72.0,29.4
2025-02,SKU-003-001,PRV-003,626,279,0,73.9,28.9
2025-02,SKU-003-002,PRV-003,272,128,0,55.5,35.1
2025-02,SKU-003-004,PRV-003,564,284,2,56.6,34.6
2025-02,SKU-003-007,PRV-003,135,78,0,61.4,32.8
2025-02,SKU-003-008,PRV-003,372,171,0,80.9,27.1
2025-02,SKU-003-009,PRV-003,118,74,0,49.9,37.6
2025-02,SKU-003-010,PRV-003,681,390,0,67.0,30.9
2025-02,SKU-003-011,PRV-003,508,189,0,71.5,29.5
2025-02,SKU-003-012,PRV-003,236,109,0,71.5,29.6
2025-02,SKU-003-013,PRV-003,351,194,0,47.2,38.9
2025-02,SKU-003-014,PRV-003,435,250,0,55.3,35.2
2025-02,SKU-003-015,PRV-003,630,183,0,80.4,27.2
2025-02,SKU-003-016,PRV-003,433,227,0,51.1,37.0
2025-02,SKU-003-017,PRV-003,173,83,0,56.4,34.7
2025-02,SKU-003-018,PRV-003,91,42,0,55.7,35.0
2025-02,SKU-003-019,PRV-003,156,84,0,62.4,32.5
2025-02,SKU-003-021,PRV-003,768,258,0,72.2,29.3
2025-02,SKU-003-022,PRV-003,491,386,0,43.7,40.7
2025-02,SKU-003-023,PRV-003,378,231,0,46.5,39.2
2025-03,SKU-003-001,PRV-003,525,311,0,57.3,34.4
2025-03,SKU-003-002,PRV-003,515,217,0,83.5,26.4
2025-03,SKU-003-004,PRV-003,800,361,0,78.2,27.7
2025-03,SKU-003-006,PRV-003,171,104,0,57.0,34.5
2025-03,SKU-003-007,PRV-003,220,73,0,71.0,29.7
2025-03,SKU-003-008,PRV-003,212,138,0,47.8,38.6
2025-03,SKU-003-009,PRV-003,80,58,0,46.2,39.4
2025-03,SKU-003-010,PRV-003,636,290,0,63.8,32.0
2025-03,SKU-003-011,PRV-003,513,185,0,80.6,27.1
2025-03,SKU-003-012,PRV-003,229,77,0,75.5,28.4
2025-03,SKU-003-013,PRV-003,842,265,0,73.9,28.9
2025-03,SKU-003-014,PRV-003,330,243,0,45.0,40.0
2025-03,SKU-003-015,PRV-003,519,230,0,60.1,33.3
2025-03,SKU-003-016,PRV-003,625,242,0,60.3,33.2
2025-03,SKU-003-017,PRV-003,260,110,0,63.4,32.1
2025-03,SKU-003-018,PRV-003,121,66,0,66.0,31.2
2025-03,SKU-003-019,PRV-003,240,113,0,74.2,28.8
2025-03,SKU-003-021,PRV-003,454,307,0,49.7,37.6
2025-03,SKU-003-022,PRV-003,779,379,0,57.3,34.4
2025-03,SKU-003-023,PRV-003,618,381,0,53.1,36.1
2025-04,SKU-003-001,PRV-003,480,275,0,48.2,38.4
2025-04,SKU-003-002,PRV-003,437,199,0,72.4,29.3
2025-04,SKU-003-004,PRV-003,803,420,0,71.3,29.6
2025-04,SKU-003-006,PRV-003,258,122,0,62.9,32.3
2025-04,SKU-003-007,PRV-003,195,95,0,72.2,29.3
2025-04,SKU-003-008,PRV-003,280,207,0,50.0,37.5
2025-04,SKU-003-009,PRV-003,129,78,0,63.4,32.1
2025-04,SKU-003-010,PRV-003,523,286,0,52.7,36.3
2025-04,SKU-003-011,PRV-003,483,242,0,61.1,32.9
2025-04,SKU-003-012,PRV-003,213,102,0,53.2,36.0
2025-04,SKU-003-013,PRV-003,575,246,0,58.5,33.9
2025-04,SKU-003-014,PRV-003,485,212,0,72.4,29.3
2025-04,SKU-003-015,PRV-003,619,218,0,65.4,31.5
2025-04,SKU-003-016,PRV-003,641,254,0,57.7,34.2
2025-04,SKU-003-017,PRV-003,235,180,0,50.4,37.3
2025-04,SKU-003-018,PRV-003,87,35,3,66.9,31.0
2025-04,SKU-003-019,PRV-003,143,64,0,56.4,34.7
2025-04,SKU-003-021,PRV-003,600,273,0,65.2,31.5
2025-04,SKU-003-022,PRV-003,794,296,5,77.3,27.9
2025-04,SKU-003-023,PRV-003,865,378,0,77.0,28.0
2025-05,SKU-003-001,PRV-003,385,223,0,45.1,39.9
2025-05,SKU-003-002,PRV-003,300,235,0,46.4,39.3
2025-05,SKU-003-003,PRV-003,45,24,0,46.6,39.2
2025-05,SKU-003-004,PRV-003,465,316,0,44.6,40.2
2025-05,SKU-003-005,PRV-003,81,42,0,62.3,32.5
2025-05,SKU-003-006,PRV-003,322,122,0,64.4,31.8
2025-05,SKU-003-007,PRV-003,147,95,0,58.8,33.8
2025-05,SKU-003-008,PRV-003,309,160,0,63.1,32.2
2025-05,SKU-003-009,PRV-003,138,75,0,55.9,34.9
2025-05,SKU-003-010,PRV-003,483,255,0,49.0,38.0
2025-05,SKU-003-011,PRV-003,611,303,0,62.3,32.5
2025-05,SKU-003-012,PRV-003,164,115,0,46.9,39.0
2025-05,SKU-003-013,PRV-003,577,234,0,61.0,33.0
2025-05,SKU-003-014,PRV-003,359,269,0,51.5,36.8
2025-05,SKU-003-015,PRV-003,601,430,0,54.1,35.7
2025-05,SKU-003-016,PRV-003,673,370,0,69.4,30.2
2025-05,SKU-003-017,PRV-003,371,159,0,80.1,27.3
2025-05,SKU-003-018,PRV-003,99,60,0,50.3,37.3
2025-05,SKU-003-019,PRV-003,164,96,9,60.0,33.3
2025-05,SKU-003-020,PRV-003,266,115,0,73.2,29.1
2025-05,SKU-003-021,PRV-003,596,259,0,63.4,32.1
2025-05,SKU-003-022,PRV-003,947,312,0,68.8,30.4
2025-05,SKU-003-023,PRV-003,497,274,0,50.7,37.2
2025-06,SKU-003-001,PRV-003,446,258,0,65.0,31.6
2025-06,SKU-003-002,PRV-003,346,177,0,51.6,36.7
2025-06,SKU-003-003,PRV-003,96,38,0,75.8,28.4
2025-06,SKU-003-004,PRV-003,578,227,0,72.0,29.4
2025-06,SKU-003-005,PRV-003,113,63,0,53.8,35.8
2025-06,SKU-003-006,PRV-003,240,160,0,45.6,39.7
2025-06,SKU-003-007,PRV-003,135,78,0,50.6,37.2
2025-06,SKU-003-008,PRV-003,296,167,0,68.3,30.5
2025-06,SKU-003-009,PRV-003,148,71,0,76.6,28.2
2025-06,SKU-003-010,PRV-003,436,280,0,52.3,36.4
2025-06,SKU-003-011,PRV-003,521,210,3,62.3,32.5
2025-06,SKU-003-012,PRV-003,361,168,0,82.0,26.8
2025-06,SKU-003-013,PRV-003,479,215,0,52.8,36.2
