product_id,provider_id,provider_name,product_name,product_line,item_type,category,gender,color,size_range,list_price_eur,commission_pct,discontinued_month
SKU-008-018,PRV-008,Lumen Athletics,Kinetic Tank,Kinetic,Tank,Activewear,Women,Sand,XS-XL,42.95,0.25,
SKU-008-019,PRV-008,Lumen Athletics,Flux Sports Bra,Flux,Sports Bra,Activewear,Unisex,Forest,One Size,37.95,0.25,
SKU-008-020,PRV-008,Lumen Athletics,Halo Sports Bra,Halo,Sports Bra,Activewear,Women,Rust,36-44,105.95,0.25,
SKU-009-001,PRV-009,Vela Denim,Halden Slim Jean,Halden,Slim Jean,Denim,Women,Cream,XS-XXL,55.95,0.23,
SKU-009-002,PRV-009,Vela Denim,Costa Slim Jean,Costa,Slim Jean,Denim,Men,Rust,36-44,150.95,0.23,
SKU-009-003,PRV-009,Vela Denim,Porto Slim Jean,Porto,Slim Jean,Denim,Unisex,Slate Blue,XS-XXL,118.95,0.23,
SKU-009-004,PRV-009,Vela Denim,Halden Straight Jean,Halden,Straight Jean,Denim,Women,Burgundy,26-36,142.95,0.23,
SKU-009-005,PRV-009,Vela Denim,Costa Straight Jean,Costa,Straight Jean,Denim,Men,Rust,XS-XXL,160.95,0.23,
SKU-009-006,PRV-009,Vela Denim,Porto Straight Jean,Porto,Straight Jean,Denim,Women,Olive,36-44,54.95,0.23,
SKU-009-007,PRV-009,Vela Denim,Halden Wide Leg Jean,Halden,Wide Leg Jean,Denim,Women,Ecru,XS-XL,51.95,0.23,
SKU-009-008,PRV-009,Vela Denim,Costa Wide Leg Jean,Costa,Wide Leg Jean,Denim,Women,Stone,36-44,67.95,0.23,
SKU-009-009,PRV-009,Vela Denim,Porto Wide Leg Jean,Porto,Wide Leg Jean,Denim,Unisex,Black,26-36,50.95,0.23,
SKU-009-010,PRV-009,Vela Denim,Halden Denim Jacket,Halden,Denim Jacket,Denim,Women,Forest,One Size,62.95,0.23,
SKU-009-011,PRV-009,Vela Denim,Costa Denim Jacket,Costa,Denim Jacket,Denim,Women,Slate Blue,XS-XL,112.95,0.23,
SKU-009-012,PRV-009,Vela Denim,Porto Denim Jacket,Porto,Denim Jacket,Denim,Men,Navy,36-44,80.95,0.23,
SKU-009-013,PRV-009,Vela Denim,Halden Denim Skirt,Halden,Denim Skirt,Denim,Unisex,Cream,XS-XL,147.95,0.23,
SKU-009-014,PRV-009,Vela Denim,Costa Denim Skirt,Costa,Denim Skirt,Denim,Women,Navy,S-XL,100.95,0.23,
SKU-009-015,PRV-009,Vela Denim,Porto Denim Skirt,Porto,Denim Skirt,Denim,Unisex,Off White,XS-XL,48.95,0.23,
SKU-009-016,PRV-009,Vela Denim,Halden Short,Halden,Short,Denim,Unisex,Sand,S-XL,83.95,0.23,
SKU-009-017,PRV-009,Vela Denim,Costa Short,Costa,Short,Denim,Unisex,Navy,26-36,118.95,0.23,
SKU-009-018,PRV-009,Vela Denim,Porto Short,Porto,Short,Denim,Men,Terracotta,36-44,50.95,0.23,
SKU-009-019,PRV-009,Vela Denim,Halden Slim Jean,Halden,Slim Jean,Denim,Unisex,Sand,S-XL,77.95,0.23,
SKU-009-020,PRV-009,Vela Denim,Costa Slim Jean,Costa,Slim Jean,Denim,Unisex,Rust,34-46,139.95,0.23,
SKU-009-021,PRV-009,Vela Denim,Porto Slim Jean,Porto,Slim Jean,Denim,Unisex,Cream,26-36,49.95,0.23,
SKU-009-022,PRV-009,Vela Denim,Halden Straight Jean,Halden,Straight Jean,Denim,Women,Cream,XS-XL,52.95,0.23,
SKU-010-001,PRV-010,Sable & Stone,Piedra Leather Belt,Piedra,Leather Belt,Accessories,Unisex,Cream,34-46,52.95,0.26,
SKU-010-002,PRV-010,Sable & Stone,Costa Brava Leather Belt,Costa Brava,Leather Belt,Accessories,Unisex,Olive,S-XL,64.95,0.26,
SKU-010-003,PRV-010,Sable & Stone,Marisol Leather Belt,Marisol,Leather Belt,Accessories,Unisex,Navy,XS-XL,30.95,0.26,
SKU-010-004,PRV-010,Sable & Stone,Piedra Tote Bag,Piedra,Tote Bag,Accessories,Unisex,Navy,S-XL,329.95,0.26,
SKU-010-005,PRV-010,Sable & Stone,Costa Brava Tote Bag,Costa Brava,Tote Bag,Accessories,Unisex,Navy,XS-XXL,266.95,0.26,
SKU-010-006,PRV-010,Sable & Stone,Marisol Tote Bag,Marisol,Tote Bag,Accessories,Unisex,Charcoal,XS-XL,59.95,0.26,
SKU-010-007,PRV-010,Sable & Stone,Piedra Crossbody Bag,Piedra,Crossbody Bag,Accessories,Unisex,Black,XS-XL,194.95,0.26,
SKU-010-008,PRV-010,Sable & Stone,Costa Brava Crossbody Bag,Costa Brava,Crossbody Bag,Accessories,Unisex,Charcoal,XS-XXL,48.95,0.26,
SKU-010-009,PRV-010,Sable & Stone,Marisol Crossbody Bag,Marisol,Crossbody Bag,Accessories,Unisex,Off White,26-36,336.95,0.26,
SKU-010-010,PRV-010,Sable & Stone,Piedra Card Holder,Piedra,Card Holder,Accessories,Unisex,Burgundy,36-44,69.95,0.26,
SKU-010-011,PRV-010,Sable & Stone,Costa Brava Card Holder,Costa Brava,Card Holder,Accessories,Unisex,Sand,S-XL,136.95,0.26,
SKU-010-012,PRV-010,Sable & Stone,Marisol Card Holder,Marisol,Card Holder,Accessories,Unisex,Stone,26-36,179.95,0.26,
SKU-010-013,PRV-010,Sable & Stone,Piedra Sunglasses,Piedra,Sunglasses,Accessories,Unisex,Off White,S-XL,52.95,0.26,
SKU-010-014,PRV-010,Sable & Stone,Costa Brava Sunglasses,Costa Brava,Sunglasses,Accessories,Unisex,Black,XS-XL,259.95,0.26,
SKU-010-015,PRV-010,Sable & Stone,Marisol Sunglasses,Marisol,Sunglasses,Accessories,Unisex,Rust,S-XL,36.95,0.26,
SKU-010-016,PRV-010,Sable & Stone,Piedra Silk Scarf,Piedra,Silk Scarf,Accessories,Unisex,Sand,XS-XL,152.95,0.26,
SKU-010-017,PRV-010,Sable & Stone,Costa Brava Silk Scarf,Costa Brava,Silk Scarf,Accessories,Unisex,Black,36-44,80.95,0.26,
SKU-010-018,PRV-010,Sable & Stone,Marisol Silk Scarf,Marisol,Silk Scarf,Accessories,Unisex,Rust,26-36,112.95,0.26,
SKU-011-001,PRV-011,Kyoto Line,Kiri Wide Trouser,Kiri,Wide Trouser,Minimal design,Unisex,Slate Blue,S-XL,157.95,0.235,
SKU-011-002,PRV-011,Kyoto Line,Sumi Wide Trouser,Sumi,Wide Trouser,Minimal design,Men,Navy,One Size,110.95,0.235,
SKU-011-003,PRV-011,Kyoto Line,Aizome Wide Trouser,Aizome,Wide Trouser,Minimal design,Unisex,Black,S-XL,305.95,0.235,
SKU-011-004,PRV-011,Kyoto Line,Kiri Layer Shirt,Kiri,Layer Shirt,Minimal design,Unisex,Navy,XS-XXL,130.95,0.235,
SKU-011-005,PRV-011,Kyoto Line,Sumi Layer Shirt,Sumi,Layer Shirt,Minimal design,Men,Cream,34-46,76.95,0.235,
SKU-011-006,PRV-011,Kyoto Line,Aizome Layer Shirt,Aizome,Layer Shirt,Minimal design,Women,Rust,36-44,236.95,0.235,
SKU-011-007,PRV-011,Kyoto Line,Kiri Wrap Coat,Kiri,Wrap Coat,Minimal design,Unisex,Olive,36-44,269.95,0.235,
SKU-011-008,PRV-011,Kyoto Line,Sumi Wrap Coat,Sumi,Wrap Coat,Minimal design,Unisex,Olive,XS-XL,191.95,0.235,
SKU-011-009,PRV-011,Kyoto Line,Aizome Wrap Coat,Aizome,Wrap Coat,Minimal design,Women,Navy,XS-XL,94.95,0.235,
SKU-011-010,PRV-011,Kyoto Line,Kiri Linen Tunic,Kiri,Linen Tunic,Minimal design,Men,Sand,36-44,108.95,0.235,
SKU-011-011,PRV-011,Kyoto Line,Sumi Linen Tunic,Sumi,Linen Tunic,Minimal design,Women,Cream,One Size,68.95,0.235,
SKU-011-012,PRV-011,Kyoto Line,Aizome Linen Tunic,Aizome,Linen Tunic,Minimal design,Unisex,Black,XS-XL,315.95,0.235,
SKU-011-013,PRV-011,Kyoto Line,Kiri Sashiko Jacket,Kiri,Sashiko Jacket,Minimal design,Unisex,Forest,34-46,80.95,0.235,
SKU-011-014,PRV-011,Kyoto Line,Sumi Sashiko Jacket,Sumi,Sashiko Jacket,Minimal design,Unisex,Cream,XS-XXL,77.95,0.235,
SKU-012-001,PRV-012,Fleur de Sel,Riviera Maxi Dress,Riviera,Maxi Dress,Occasionwear,Women,Slate Blue,XS-XXL,168.95,0.245,
SKU-012-002,PRV-012,Fleur de Sel,Camargue Maxi Dress,Camargue,Maxi Dress,Occasionwear,Unisex,Off White,36-44,100.95,0.245,
SKU-012-003,PRV-012,Fleur de Sel,Bastide Maxi Dress,Bastide,Maxi Dress,Occasionwear,Men,Olive,26-36,178.95,0.245,
SKU-012-004,PRV-012,Fleur de Sel,Riviera Linen Shirt,Riviera,Linen Shirt,Occasionwear,Unisex,Stone,S-XL,69.95,0.245,
SKU-012-005,PRV-012,Fleur de Sel,Camargue Linen Shirt,Camargue,Linen Shirt,Occasionwear,Unisex,Stone,XS-XXL,106.95,0.245,
SKU-012-006,PRV-012,Fleur de Sel,Bastide Linen Shirt,Bastide,Linen Shirt,Occasionwear,Unisex,Off White,XS-XXL,71.95,0.245,
SKU-012-007,PRV-012,Fleur de Sel,Riviera Wrap Dress,Riviera,Wrap Dress,Occasionwear,Unisex,Stone,XS-XXL,103.95,0.245,
SKU-012-008,PRV-012,Fleur de Sel,Camargue Wrap Dress,Camargue,Wrap Dress,Occasionwear,Unisex,Terracotta,XS-XL,107.95,0.245,
SKU-012-009,PRV-012,Fleur de Sel,Bastide Wrap Dress,Bastide,Wrap Dress,Occasionwear,Men,Off White,36-44,213.95,0.245,
SKU-012-010,PRV-012,Fleur de Sel,Riviera Sun Hat,Riviera,Sun Hat,Occasionwear,Women,Off White,One Size,62.95,0.245,
SKU-012-011,PRV-012,Fleur de Sel,Camargue Sun Hat,Camargue,Sun Hat,Occasionwear,Unisex,Charcoal,XS-XXL,177.95,0.245,
SKU-012-012,PRV-012,Fleur de Sel,Bastide Sun Hat,Bastide,Sun Hat,Occasionwear,Women,Forest,XS-XXL,72.95,0.245,
SKU-012-013,PRV-012,Fleur de Sel,Riviera Espadrille,Riviera,Espadrille,Occasionwear,Unisex,Forest,26-36,74.95,0.245,
SKU-012-014,PRV-012,Fleur de Sel,Camargue Espadrille,Camargue,Espadrille,Occasionwear,Men,Sand,XS-XXL,200.95,0.245,
SKU-012-015,PRV-012,Fleur de Sel,Bastide Espadrille,Bastide,Espadrille,Occasionwear,Men,Terracotta,34-46,113.95,0.245,
SKU-012-016,PRV-012,Fleur de Sel,Riviera Playsuit,Riviera,Playsuit,Occasionwear,Women,Ecru,S-XL,169.95,0.245,
SKU-013-001,PRV-013,Brixton Union,Union Graphic Tee,Union,Graphic Tee,Streetwear,Men,Cream,XS-XXL,127.95,0.25,
SKU-013-002,PRV-013,Brixton Union,Depot Graphic Tee,Depot,Graphic Tee,Streetwear,Men,Off White,XS-XXL,51.95,0.25,
SKU-013-003,PRV-013,Brixton Union,Southside Graphic Tee,Southside,Graphic Tee,Streetwear,Women,Terracotta,XS-XXL,109.95,0.25,
SKU-013-004,PRV-013,Brixton Union,Union Oversized Hoodie,Union,Oversized Hoodie,Streetwear,Unisex,Terracotta,XS-XL,28.95,0.25,
SKU-013-005,PRV-013,Brixton Union,Depot Oversized Hoodie,Depot,Oversized Hoodie,Streetwear,Men,Slate Blue,26-36,72.95,0.25,
SKU-013-006,PRV-013,Brixton Union,Southside Oversized Hoodie,Southside,Oversized Hoodie,Streetwear,Women,Black,S-XL,29.95,0.25,
SKU-013-007,PRV-013,Brixton Union,Union Cargo Pant,Union,Cargo Pant,Streetwear,Women,Olive,26-36,125.95,0.25,
SKU-013-008,PRV-013,Brixton Union,Depot Cargo Pant,Depot,Cargo Pant,Streetwear,Women,Burgundy,One Size,96.95,0.25,
SKU-013-009,PRV-013,Brixton Union,Southside Cargo Pant,Southside,Cargo Pant,Streetwear,Women,Black,XS-XL,142.95,0.25,
SKU-013-010,PRV-013,Brixton Union,Union Puffer Jacket,Union,Puffer Jacket,Streetwear,Men,Charcoal,XS-XXL,28.95,0.25,
SKU-013-011,PRV-013,Brixton Union,Depot Puffer Jacket,Depot,Puffer Jacket,Streetwear,Women,Charcoal,XS-XXL,34.95,0.25,
SKU-013-012,PRV-013,Brixton Union,Southside Puffer Jacket,Southside,Puffer Jacket,Streetwear,Unisex,Olive,34-46,63.95,0.25,
SKU-013-013,PRV-013,Brixton Union,Union Cap,Union,Cap,Streetwear,Unisex,Slate Blue,XS-XXL,34.95,0.25,
SKU-013-014,PRV-013,Brixton Union,Depot Cap,Depot,Cap,Streetwear,Men,Rust,One Size,43.95,0.25,
SKU-013-015,PRV-013,Brixton Union,Southside Cap,Southside,Cap,Streetwear,Men,Olive,34-46,47.95,0.25,
SKU-013-016,PRV-013,Brixton Union,Union Sweat Short,Union,Sweat Short,Streetwear,Men,Stone,XS-XL,90.95,0.25,
SKU-013-017,PRV-013,Brixton Union,Depot Sweat Short,Depot,Sweat Short,Streetwear,Women,Rust,One Size,96.95,0.25,
SKU-013-018,PRV-013,Brixton Union,Southside Sweat Short,Southside,Sweat Short,Streetwear,Women,Ecru,XS-XL,78.95,0.25,
SKU-014-001,PRV-014,Halcyon Home,Stille Lounge Set,Stille,Lounge Set,Loungewear,Men,Rust,26-36,37.95,0.235,2026-04
SKU-014-002,PRV-014,Halcyon Home,Hygge Lounge Set,Hygge,Lounge Set,Loungewear,Unisex,Sand,34-46,104.95,0.235,2026-02
SKU-014-003,PRV-014,Halcyon Home,Morgen Lounge Set,Morgen,Lounge Set,Loungewear,Men,Slate Blue,One Size,37.95,0.235,
SKU-014-004,PRV-014,Halcyon Home,Stille Robe,Stille,Robe,Loungewear,Unisex,Forest,XS-XL,38.95,0.235,
SKU-014-005,PRV-014,Halcyon Home,Hygge Robe,Hygge,Robe,Loungewear,Women,Olive,26-36,98.95,0.235,
SKU-014-006,PRV-014,Halcyon Home,Morgen Robe,Morgen,Robe,Loungewear,Women,Ecru,36-44,78.95,0.235,2025-10
SKU-014-007,PRV-014,Halcyon Home,Stille Jersey Pant,Stille,Jersey Pant,Loungewear,Unisex,Rust,One Size,73.95,0.235,
SKU-014-008,PRV-014,Halcyon Home,Hygge Jersey Pant,Hygge,Jersey Pant,Loungewear,Men,Rust,34-46,35.95,0.235,2025-12
SKU-014-009,PRV-014,Halcyon Home,Morgen Jersey Pant,Morgen,Jersey Pant,Loungewear,Women,Olive,One Size,70.95,0.235,
SKU-014-010,PRV-014,Halcyon Home,Stille Waffle Tee,Stille,Waffle Tee,Loungewear,Unisex,Terracotta,34-46,83.95,0.235,2026-02
SKU-014-011,PRV-014,Halcyon Home,Hygge Waffle Tee,Hygge,Waffle Tee,Loungewear,Men,Slate Blue,XS-XXL,34.95,0.235,2026-04
SKU-014-012,PRV-014,Halcyon Home,Morgen Waffle Tee,Morgen,Waffle Tee,Loungewear,Men,Black,26-36,75.95,0.235,
SKU-015-001,PRV-015,Trueform,Contour Shaping Body,Contour,Shaping Body,Shapewear & basics,Men,Ecru,XS-XL,45.95,0.26,
SKU-015-002,PRV-015,Trueform,Base Shaping Body,Base,Shaping Body,Shapewear & basics,Unisex,Charcoal,S-XL,29.95,0.26,
SKU-015-003,PRV-015,Trueform,Second Skin Shaping Body,Second Skin,Shaping Body,Shapewear & basics,Unisex,Cream,34-46,37.95,0.26,
SKU-015-004,PRV-015,Trueform,Contour Seamless Brief,Contour,Seamless Brief,Shapewear & basics,Men,Forest,36-44,26.95,0.26,
SKU-015-005,PRV-015,Trueform,Base Seamless Brief,Base,Seamless Brief,Shapewear & basics,Women,Off White,36-44,39.95,0.26,
SKU-015-006,PRV-015,Trueform,Second Skin Seamless Brief,Second Skin,Seamless Brief,Shapewear & basics,Men,Burgundy,36-44,32.95,0.26,
SKU-015-007,PRV-015,Trueform,Contour Shaping Short,Contour,Shaping Short,Shapewear & basics,Unisex,Off White,36-44,22.95,0.26,
SKU-015-008,PRV-015,Trueform,Base Shaping Short,Base,Shaping Short,Shapewear & basics,Men,Forest,26-36,22.95,0.26,
SKU-015-009,PRV-015,Trueform,Second Skin Shaping Short,Second Skin,Shaping Short,Shapewear & basics,Men,Burgundy,XS-XXL,24.95,0.26,
SKU-015-010,PRV-015,Trueform,Contour Bralette,Contour,Bralette,Shapewear & basics,Unisex,Stone,36-44,58.95,0.26,
