shift_date,shift,machine_id,plant_id,planned_production_time_min,stop_time_min,run_time_min,changeover_min_excluded_from_planned,ideal_cycle_time_sec,total_count,good_count,scheduled_units
2026-04-16,C,CNC-03,STW,480.0,278.8,201.2,0.0,48.0,246,244,258
2026-04-16,C,CNC-04,STW,480.0,112.5,367.5,0.0,48.0,443,442,409
2026-04-16,C,GRIND-01,STW,480.0,174.9,305.1,0.0,76.0,229,226,212
2026-04-16,A,ASSY-01,VLD,480.0,108.8,371.2,0.0,31.0,686,669,681
2026-04-16,A,ASSY-02,VLD,443.0,92.1,350.9,37.0,31.0,649,633,645
2026-04-16,A,LEAK-01,VLD,480.0,90.1,389.9,0.0,22.0,1043,1018,1012
2026-04-16,A,PACK-01,VLD,463.4,97.5,365.9,16.6,9.5,2188,2007,2084
2026-04-16,B,ASSY-01,VLD,480.0,89.3,390.7,0.0,31.0,733,721,672
2026-04-16,B,ASSY-02,VLD,439.2,50.4,388.8,40.8,31.0,724,701,694
2026-04-16,B,LEAK-01,VLD,460.3,91.6,368.6,19.7,22.0,977,948,909
2026-04-16,B,PACK-01,VLD,480.0,100.1,379.9,0.0,9.5,2274,2253,2201
2026-04-17,A,PRESS-01,BRM,480.0,150.4,329.6,0.0,4.2,4465,4349,4398
2026-04-17,A,PRESS-02,BRM,480.0,203.4,276.6,0.0,3.1,5027,4915,4692
2026-04-17,A,PRESS-03,BRM,480.0,115.3,364.7,0.0,2.4,8740,8718,8067
2026-04-17,A,WELD-01,BRM,480.0,46.9,433.1,0.0,18.5,1271,1229,1230
2026-04-17,A,WELD-02,BRM,480.0,84.1,395.9,0.0,18.5,1235,1216,1160
2026-04-17,B,PRESS-01,BRM,480.0,191.8,288.2,0.0,4.2,3901,3796,3818
2026-04-17,B,PRESS-02,BRM,480.0,232.4,247.6,0.0,3.1,4510,4410,4505
2026-04-17,B,PRESS-03,BRM,480.0,114.4,365.6,0.0,2.4,8929,8773,8898
2026-04-17,B,WELD-01,BRM,480.0,45.5,434.5,0.0,18.5,1181,1161,1115
2026-04-17,B,WELD-02,BRM,480.0,59.1,420.9,0.0,18.5,1336,1325,1309
2026-04-17,C,PRESS-01,BRM,480.0,273.2,206.8,0.0,4.2,2797,2748,2716
2026-04-17,C,PRESS-02,BRM,480.0,289.7,190.3,0.0,3.1,3489,3394,3320
2026-04-17,C,PRESS-03,BRM,480.0,138.2,341.8,0.0,2.4,8038,7881,8031
2026-04-17,C,WELD-01,BRM,480.0,58.7,421.3,0.0,18.5,1192,1175,1093
2026-04-17,C,WELD-02,BRM,480.0,98.7,381.3,0.0,18.5,1175,1162,1156
2026-04-17,A,CNC-01,STW,480.0,83.5,396.5,0.0,52.0,449,442,315
2026-04-17,A,CNC-02,STW,480.0,87.7,392.3,0.0,52.0,432,427,417
2026-04-17,A,CNC-03,STW,480.0,460.0,20.0,0.0,48.0,24,24,25
2026-04-17,A,CNC-04,STW,480.0,69.4,410.6,0.0,48.0,510,507,512
2026-04-17,A,GRIND-01,STW,480.0,130.1,349.9,0.0,76.0,272,268,273
2026-04-17,B,CNC-01,STW,480.0,101.9,378.1,0.0,52.0,431,429,296
2026-04-17,B,CNC-02,STW,480.0,80.6,399.4,0.0,52.0,448,442,430
2026-04-17,B,CNC-03,STW,480.0,275.6,204.4,0.0,48.0,249,248,246
2026-04-17,B,CNC-04,STW,480.0,95.6,384.4,0.0,48.0,469,461,467
2026-04-17,B,GRIND-01,STW,480.0,138.5,341.5,0.0,76.0,263,260,244
2026-04-17,C,CNC-01,STW,480.0,79.0,401.0,0.0,52.0,440,435,317
2026-04-17,C,CNC-02,STW,480.0,103.9,376.1,0.0,52.0,407,402,390
2026-04-17,C,CNC-03,STW,480.0,460.0,20.0,0.0,48.0,24,24,24
2026-04-17,C,CNC-04,STW,480.0,91.2,388.8,0.0,48.0,465,459,459
2026-04-17,C,GRIND-01,STW,480.0,139.1,340.9,0.0,76.0,254,251,247
2026-04-17,A,ASSY-01,VLD,437.1,85.9,351.2,42.9,31.0,653,639,655
2026-04-17,A,ASSY-02,VLD,430.0,76.7,353.3,50.0,31.0,636,628,612
2026-04-17,A,LEAK-01,VLD,480.0,87.4,392.6,0.0,22.0,1026,1010,937
2026-04-17,A,PACK-01,VLD,448.8,42.2,406.6,31.2,9.5,2461,2239,2315
2026-04-17,B,ASSY-01,VLD,480.0,118.8,361.2,0.0,31.0,683,674,679
2026-04-17,B,ASSY-02,VLD,480.0,77.0,403.0,0.0,31.0,743,730,745
2026-04-17,B,LEAK-01,VLD,480.0,77.2,402.8,0.0,22.0,1053,1029,1025
2026-04-17,B,PACK-01,VLD,423.0,59.2,363.8,57.0,9.5,2224,2039,2083
2026-04-18,A,PRESS-01,BRM,480.0,120.9,359.1,0.0,4.2,4774,4663,4569
2026-04-18,A,PRESS-02,BRM,480.0,178.4,301.6,0.0,3.1,5749,5568,5622
2026-04-18,A,PRESS-03,BRM,480.0,115.3,364.7,0.0,2.4,8934,8871,8474
2026-04-18,A,WELD-01,BRM,480.0,41.3,438.7,0.0,18.5,1247,1219,1145
2026-04-18,A,WELD-02,BRM,480.0,92.5,387.5,0.0,18.5,1219,1210,1184
2026-04-18,A,CNC-01,STW,480.0,89.3,390.7,0.0,52.0,437,433,298
2026-04-18,A,CNC-02,STW,480.0,131.3,348.7,0.0,52.0,398,396,387
2026-04-18,A,CNC-03,STW,480.0,372.4,107.6,0.0,48.0,129,129,133
2026-04-18,A,CNC-04,STW,480.0,73.8,406.2,0.0,48.0,489,486,457
2026-04-18,A,GRIND-01,STW,480.0,122.6,357.4,0.0,76.0,271,268,262
2026-04-20,A,PRESS-01,BRM,480.0,114.9,365.1,0.0,4.2,4906,4821,4561
2026-04-20,A,PRESS-02,BRM,480.0,298.9,181.1,0.0,3.1,3303,3223,3122
2026-04-20,A,PRESS-03,BRM,480.0,70.7,409.3,0.0,2.4,10057,9897,10055
2026-04-20,A,WELD-01,BRM,480.0,81.2,398.8,0.0,18.5,1109,1096,1016
2026-04-20,A,WELD-02,BRM,480.0,70.9,409.1,0.0,18.5,1309,1288,1217
2026-04-20,B,PRESS-01,BRM,480.0,144.1,335.9,0.0,4.2,4587,4482,4267
2026-04-20,B,PRESS-02,BRM,480.0,180.6,299.4,0.0,3.1,5476,5432,5311
2026-04-20,B,PRESS-03,BRM,480.0,116.3,363.7,0.0,2.4,8941,8741,8977
2026-04-20,B,WELD-01,BRM,480.0,61.5,418.5,0.0,18.5,1143,1125,1126
2026-04-20,B,WELD-02,BRM,480.0,95.5,384.5,0.0,18.5,1238,1232,1181
2026-04-20,C,PRESS-01,BRM,480.0,218.0,262.0,0.0,4.2,3496,3430,3457
2026-04-20,C,PRESS-02,BRM,480.0,237.1,242.9,0.0,3.1,4441,4312,4311
2026-04-20,C,PRESS-03,BRM,480.0,132.2,347.8,0.0,2.4,8308,8181,7603
2026-04-20,C,WELD-01,BRM,480.0,79.5,400.5,0.0,18.5,1137,1108,1104
2026-04-20,C,WELD-02,BRM,480.0,89.9,390.1,0.0,18.5,1215,1207,1125
2026-04-20,A,CNC-01,STW,480.0,64.1,415.9,0.0,52.0,467,463,335
2026-04-20,A,CNC-02,STW,480.0,102.9,377.1,0.0,52.0,428,422,410
2026-04-20,A,CNC-03,STW,480.0,254.6,225.4,0.0,48.0,271,268,284
2026-04-20,A,CNC-04,STW,480.0,104.5,375.5,0.0,48.0,448,444,443
2026-04-20,A,GRIND-01,STW,480.0,103.8,376.2,0.0,76.0,284,281,272
2026-04-20,B,CNC-01,STW,480.0,81.0,399.0,0.0,52.0,452,444,312
2026-04-20,B,CNC-02,STW,480.0,129.1,350.9,0.0,52.0,392,389,366
2026-04-20,B,CNC-03,STW,480.0,318.0,162.0,0.0,48.0,192,192,186
2026-04-20,B,CNC-04,STW,480.0,57.5,422.5,0.0,48.0,517,512,473
2026-04-20,B,GRIND-01,STW,480.0,102.0,378.0,0.0,76.0,282,280,258
2026-04-20,C,CNC-01,STW,480.0,78.0,402.0,0.0,52.0,438,434,297
2026-04-20,C,CNC-02,STW,480.0,94.7,385.3,0.0,52.0,426,422,402
2026-04-20,C,CNC-03,STW,480.0,259.6,220.4,0.0,48.0,264,261,253
2026-04-20,C,CNC-04,STW,480.0,68.0,412.0,0.0,48.0,505,499,466
2026-04-20,C,GRIND-01,STW,480.0,140.8,339.2,0.0,76.0,246,240,242
2026-04-20,A,ASSY-01,VLD,443.5,61.8,381.7,36.5,31.0,703,683,662
2026-04-20,A,ASSY-02,VLD,480.0,94.1,385.9,0.0,31.0,705,695,653
2026-04-20,A,LEAK-01,VLD,480.0,106.5,373.5,0.0,22.0,1003,984,941
2026-04-20,A,PACK-01,VLD,480.0,70.4,409.6,0.0,9.5,2503,2480,2347
2026-04-20,B,ASSY-01,VLD,370.2,0.0,370.2,109.8,31.0,681,666,649
2026-04-20,B,ASSY-02,VLD,430.5,61.9,368.7,49.5,31.0,669,658,635
2026-04-20,B,LEAK-01,VLD,466.7,69.9,396.8,13.3,22.0,1049,1021,1049
2026-04-20,B,PACK-01,VLD,480.0,86.1,393.9,0.0,9.5,2424,2381,2341
2026-04-21,A,PRESS-01,BRM,480.0,173.5,306.5,0.0,4.2,4077,3965,3976
2026-04-21,A,PRESS-02,BRM,480.0,460.0,20.0,0.0,3.1,381,373,365
2026-04-21,A,PRESS-03,BRM,480.0,86.5,393.5,0.0,2.4,9462,9386,9072
2026-04-21,A,WELD-01,BRM,480.0,43.7,436.3,0.0,18.5,1204,1181,1206
2026-04-21,A,WELD-02,BRM,480.0,57.8,422.2,0.0,18.5,1334,1322,1227
2026-04-21,B,PRESS-01,BRM,480.0,189.3,290.7,0.0,4.2,3986,3927,3989
2026-04-21,B,PRESS-02,BRM,480.0,240.1,239.9,0.0,3.1,4442,4313,4230
2026-04-21,B,PRESS-03,BRM,480.0,110.7,369.3,0.0,2.4,8800,8592,8163
2026-04-21,B,WELD-01,BRM,480.0,60.0,420.0,0.0,18.5,1146,1126,1126
2026-04-21,B,WELD-02,BRM,480.0,96.6,383.4,0.0,18.5,1174,1167,1134
2026-04-21,C,PRESS-01,BRM,480.0,245.6,234.4,0.0,4.2,3106,3042,2848
2026-04-21,C,PRESS-02,BRM,480.0,460.0,20.0,0.0,3.1,371,362,344
2026-04-21,C,PRESS-03,BRM,480.0,166.1,313.9,0.0,2.4,7474,7345,7003
2026-04-21,C,WELD-01,BRM,480.0,58.4,421.6,0.0,18.5,1171,1159,1101
2026-04-21,C,WELD-02,BRM,480.0,133.6,346.4,0.0,18.5,1068,1056,988
2026-04-21,A,CNC-01,STW,480.0,113.0,367.0,0.0,52.0,410,405,289
2026-04-21,A,CNC-02,STW,480.0,105.1,374.9,0.0,52.0,418,416,402
2026-04-21,A,CNC-03,STW,480.0,193.7,286.3,0.0,48.0,347,347,342
2026-04-21,A,CNC-04,STW,480.0,70.2,409.8,0.0,48.0,488,482,467
2026-04-21,A,GRIND-01,STW,480.0,87.7,392.3,0.0,76.0,303,301,300
2026-04-21,B,CNC-01,STW,480.0,83.2,396.8,0.0,52.0,451,448,337
2026-04-21,B,CNC-02,STW,480.0,129.9,350.1,0.0,52.0,389,386,379
2026-04-21,B,CNC-03,STW,480.0,460.0,20.0,0.0,48.0,22,22,22
2026-04-21,B,CNC-04,STW,480.0,91.1,388.9,0.0,48.0,485,479,447
2026-04-21,B,GRIND-01,STW,480.0,125.9,354.1,0.0,76.0,264,261,259
2026-04-21,C,CNC-01,STW,480.0,118.5,361.5,0.0,52.0,396,395,285
2026-04-21,C,CNC-02,STW,480.0,93.8,386.2,0.0,52.0,416,412,391
2026-04-21,C,CNC-03,STW,480.0,223.0,257.0,0.0,48.0,302,302,309
2026-04-21,C,CNC-04,STW,480.0,73.0,407.0,0.0,48.0,488,484,475
2026-04-21,C,GRIND-01,STW,480.0,100.5,379.5,0.0,76.0,291,287,275
2026-04-21,A,ASSY-01,VLD,480.0,127.9,352.1,0.0,31.0,646,637,598
2026-04-21,A,ASSY-02,VLD,480.0,115.8,364.2,0.0,31.0,678,667,683
2026-04-21,A,LEAK-01,VLD,480.0,97.9,382.1,0.0,22.0,1003,985,983
2026-04-21,A,PACK-01,VLD,455.0,65.0,390.0,25.0,9.5,2364,2140,2256
2026-04-21,B,ASSY-01,VLD,440.7,51.6,389.1,39.3,31.0,709,697,680
2026-04-21,B,ASSY-02,VLD,480.0,104.7,375.3,0.0,31.0,669,664,633
2026-04-21,B,LEAK-01,VLD,480.0,64.1,415.9,0.0,22.0,1082,1055,1039
2026-04-21,B,PACK-01,VLD,480.0,112.2,367.8,0.0,9.5,2300,2277,2189
2026-04-22,A,PRESS-01,BRM,480.0,160.8,319.2,0.0,4.2,4233,4134,3962
2026-04-22,A,PRESS-02,BRM,480.0,279.5,200.5,0.0,3.1,3698,3604,3550
2026-04-22,A,PRESS-03,BRM,480.0,118.3,361.7,0.0,2.4,9029,8902,8369
2026-04-22,A,WELD-01,BRM,480.0,41.6,438.4,0.0,18.5,1221,1203,1168
2026-04-22,A,WELD-02,BRM,480.0,69.6,410.4,0.0,18.5,1297,1266,1206
2026-04-22,B,PRESS-01,BRM,480.0,162.8,317.2,0.0,4.2,4258,4109,4008
2026-04-22,B,PRESS-02,BRM,480.0,187.5,292.5,0.0,3.1,5535,5366,5189
2026-04-22,B,PRESS-03,BRM,480.0,121.2,358.8,0.0,2.4,8579,8452,8346
2026-04-22,B,WELD-01,BRM,480.0,75.7,404.3,0.0,18.5,1126,1092,1039
2026-04-22,B,WELD-02,BRM,480.0,89.0,391.0,0.0,18.5,1220,1202,1173
2026-04-22,C,PRESS-01,BRM,480.0,253.6,226.4,0.0,4.2,3086,3038,2816
2026-04-22,C,PRESS-02,BRM,480.0,328.5,151.5,0.0,3.1,2735,2675,2545
2026-04-22,C,PRESS-03,BRM,480.0,128.1,351.9,0.0,2.4,8262,8062,8020
2026-04-22,C,WELD-01,BRM,480.0,49.8,430.2,0.0,18.5,1190,1177,1111
2026-04-22,C,WELD-02,BRM,480.0,135.9,344.1,0.0,18.5,1040,1023,1037
2026-04-22,A,CNC-01,STW,480.0,69.0,411.0,0.0,52.0,465,462,334
2026-04-22,A,CNC-02,STW,480.0,126.0,354.0,0.0,52.0,395,390,395
2026-04-22,A,CNC-03,STW,480.0,259.1,220.9,0.0,48.0,267,266,272
2026-04-22,A,CNC-04,STW,480.0,89.4,390.6,0.0,48.0,472,468,460
2026-04-22,A,GRIND-01,STW,480.0,132.7,347.3,0.0,76.0,265,261,248
2026-04-22,B,CNC-01,STW,480.0,85.8,394.2,0.0,52.0,453,450,316
2026-04-22,B,CNC-02,STW,480.0,123.0,357.0,0.0,52.0,404,401,405
2026-04-22,B,CNC-03,STW,480.0,300.1,179.9,0.0,48.0,217,216,213
2026-04-22,B,CNC-04,STW,480.0,101.0,379.0,0.0,48.0,461,459,442
2026-04-22,B,GRIND-01,STW,480.0,145.7,334.3,0.0,76.0,256,254,251
2026-04-22,C,CNC-01,STW,480.0,77.0,403.0,0.0,52.0,451,444,329
2026-04-22,C,CNC-02,STW,480.0,99.1,380.9,0.0,52.0,419,413,393
2026-04-22,C,CNC-03,STW,480.0,335.8,144.2,0.0,48.0,174,174,176
2026-04-22,C,CNC-04,STW,480.0,102.0,378.0,0.0,48.0,461,457,463
2026-04-22,C,GRIND-01,STW,480.0,178.0,302.0,0.0,76.0,227,225,212
2026-04-22,A,ASSY-01,VLD,480.0,80.4,399.6,0.0,31.0,751,738,754
2026-04-22,A,ASSY-02,VLD,440.2,65.5,374.7,39.8,31.0,694,674,633
2026-04-22,A,LEAK-01,VLD,480.0,94.2,385.8,0.0,22.0,1015,996,974
2026-04-22,A,PACK-01,VLD,465.7,53.4,412.4,14.3,9.5,2558,2325,2495
2026-04-22,B,ASSY-01,VLD,480.0,112.8,367.2,0.0,31.0,688,678,670
2026-04-22,B,ASSY-02,VLD,431.1,32.5,398.6,48.9,31.0,717,706,669
2026-04-22,B,LEAK-01,VLD,458.2,61.5,396.7,21.8,22.0,1067,1034,990
2026-04-22,B,PACK-01,VLD,461.7,62.2,399.5,18.3,9.5,2435,2211,2419
2026-04-23,A,PRESS-01,BRM,480.0,116.8,363.2,0.0,4.2,4931,4861,4681
2026-04-23,A,PRESS-02,BRM,480.0,180.0,300.0,0.0,3.1,5661,5516,5222
2026-04-23,A,PRESS-03,BRM,480.0,142.4,337.6,0.0,2.4,8138,8029,7928
2026-04-23,A,WELD-01,BRM,480.0,56.9,423.1,0.0,18.5,1153,1125,1104
2026-04-23,A,WELD-02,BRM,480.0,68.7,411.3,0.0,18.5,1279,1261,1173
2026-04-23,B,PRESS-01,BRM,480.0,114.2,365.8,0.0,4.2,4992,4855,4903
2026-04-23,B,PRESS-02,BRM,480.0,162.3,317.7,0.0,3.1,5975,5845,5592
2026-04-23,B,PRESS-03,BRM,480.0,89.5,390.5,0.0,2.4,9240,9020,8451
2026-04-23,B,WELD-01,BRM,480.0,56.4,423.6,0.0,18.5,1134,1118,1109
2026-04-23,B,WELD-02,BRM,480.0,66.7,413.3,0.0,18.5,1270,1256,1223
2026-04-23,C,PRESS-01,BRM,480.0,262.5,217.5,0.0,4.2,2950,2880,2881
2026-04-23,C,PRESS-02,BRM,480.0,244.3,235.7,0.0,3.1,4338,4297,4205
2026-04-23,C,PRESS-03,BRM,480.0,127.6,352.4,0.0,2.4,8203,8057,8118
2026-04-23,C,WELD-01,BRM,480.0,82.2,397.8,0.0,18.5,1076,1045,1046
2026-04-23,C,WELD-02,BRM,480.0,119.8,360.2,0.0,18.5,1135,1113,1036
2026-04-23,A,CNC-01,STW,480.0,76.5,403.5,0.0,52.0,453,451,318
2026-04-23,A,CNC-02,STW,480.0,135.9,344.1,0.0,52.0,390,384,380
2026-04-23,A,CNC-03,STW,480.0,257.6,222.4,0.0,48.0,267,264,278
2026-04-23,A,CNC-04,STW,480.0,90.7,389.3,0.0,48.0,467,465,451
2026-04-23,A,GRIND-01,STW,480.0,122.7,357.3,0.0,76.0,280,277,281
2026-04-23,B,CNC-01,STW,480.0,123.9,356.1,0.0,52.0,396,391,292
2026-04-23,B,CNC-02,STW,480.0,120.2,359.8,0.0,52.0,409,403,383
2026-04-23,B,CNC-03,STW,480.0,406.4,73.6,0.0,48.0,88,88,86
2026-04-23,B,CNC-04,STW,480.0,90.8,389.2,0.0,48.0,469,466,429
2026-04-23,B,GRIND-01,STW,480.0,152.6,327.4,0.0,76.0,250,246,242
2026-04-23,C,CNC-01,STW,480.0,74.6,405.4,0.0,52.0,446,439,331
2026-04-23,C,CNC-02,STW,480.0,119.9,360.1,0.0,52.0,392,389,391
2026-04-23,C,CNC-03,STW,480.0,250.6,229.4,0.0,48.0,276,272,274
2026-04-23,C,CNC-04,STW,480.0,83.4,396.6,0.0,48.0,475,475,442
2026-04-23,C,GRIND-01,STW,480.0,131.4,348.6,0.0,76.0,257,254,257
2026-04-23,A,ASSY-01,VLD,480.0,94.0,386.0,0.0,31.0,728,711,708
2026-04-23,A,ASSY-02,VLD,445.6,72.3,373.3,34.4,31.0,682,668,652
2026-04-23,A,LEAK-01,VLD,480.0,112.0,368.0,0.0,22.0,961,947,929
2026-04-23,A,PACK-01,VLD,439.4,72.8,366.7,40.6,9.5,2242,2033,2147
2026-04-23,B,ASSY-01,VLD,480.0,77.0,403.0,0.0,31.0,743,732,692
2026-04-23,B,ASSY-02,VLD,480.0,110.2,369.8,0.0,31.0,671,666,648
2026-04-23,B,LEAK-01,VLD,480.0,110.4,369.6,0.0,22.0,981,960,908
2026-04-23,B,PACK-01,VLD,420.4,23.1,397.3,59.6,9.5,2476,2272,2433
2026-04-24,A,PRESS-01,BRM,480.0,177.8,302.2,0.0,4.2,4061,3930,3737
2026-04-24,A,PRESS-02,BRM,480.0,161.9,318.1,0.0,3.1,5935,5793,5823
2026-04-24,A,PRESS-03,BRM,480.0,91.9,388.1,0.0,2.4,9426,9357,9039
2026-04-24,A,WELD-01,BRM,480.0,46.2,433.8,0.0,18.5,1187,1169,1151
2026-04-24,A,WELD-02,BRM,480.0,55.6,424.4,0.0,18.5,1329,1318,1336
2026-04-24,B,PRESS-01,BRM,480.0,199.4,280.6,0.0,4.2,3808,3752,3764
2026-04-24,B,PRESS-02,BRM,480.0,260.8,219.2,0.0,3.1,4162,4084,4195
2026-04-24,B,PRESS-03,BRM,480.0,99.1,380.9,0.0,2.4,9353,9183,9095
2026-04-24,B,WELD-01,BRM,480.0,36.2,443.8,0.0,18.5,1216,1195,1145
2026-04-24,B,WELD-02,BRM,480.0,126.2,353.8,0.0,18.5,1100,1081,1015
2026-04-24,C,PRESS-01,BRM,480.0,180.2,299.8,0.0,4.2,3978,3850,3859
2026-04-24,C,PRESS-02,BRM,480.0,322.1,157.9,0.0,3.1,2933,2878,2772
2026-04-24,C,PRESS-03,BRM,480.0,164.5,315.5,0.0,2.4,7512,7430,7255
2026-04-24,C,WELD-01,BRM,480.0,42.9,437.1,0.0,18.5,1243,1216,1170
2026-04-24,C,WELD-02,BRM,480.0,85.6,394.4,0.0,18.5,1251,1234,1170
2026-04-24,A,CNC-01,STW,480.0,101.3,378.7,0.0,52.0,419,416,297
2026-04-24,A,CNC-02,STW,480.0,77.8,402.2,0.0,52.0,460,456,423
2026-04-24,A,CNC-03,STW,480.0,308.4,171.6,0.0,48.0,206,203,215
2026-04-24,A,CNC-04,STW,480.0,104.0,376.0,0.0,48.0,455,452,457
2026-04-24,A,GRIND-01,STW,480.0,158.1,321.9,0.0,76.0,242,240,237
2026-04-24,B,CNC-01,STW,480.0,60.3,419.7,0.0,52.0,484,480,340
2026-04-24,B,CNC-02,STW,480.0,81.6,398.4,0.0,52.0,442,437,404
2026-04-24,B,CNC-03,STW,480.0,210.1,269.9,0.0,48.0,330,328,318
2026-04-24,B,CNC-04,STW,480.0,99.6,380.4,0.0,48.0,461,456,436
2026-04-24,B,GRIND-01,STW,480.0,128.6,351.4,0.0,76.0,270,268,246
2026-04-24,C,CNC-01,STW,480.0,83.7,396.3,0.0,52.0,426,422,306
2026-04-24,C,CNC-02,STW,480.0,107.5,372.5,0.0,52.0,414,413,388
2026-04-24,C,CNC-03,STW,480.0,282.6,197.4,0.0,48.0,242,240,241
2026-04-24,C,CNC-04,STW,480.0,105.3,374.7,0.0,48.0,451,448,421
2026-04-24,C,GRIND-01,STW,480.0,167.2,312.8,0.0,76.0,235,233,229
2026-04-24,A,ASSY-01,VLD,480.0,77.6,402.4,0.0,31.0,747,736,693
2026-04-24,A,ASSY-02,VLD,480.0,127.8,352.2,0.0,31.0,642,631,629
2026-04-24,A,LEAK-01,VLD,480.0,75.6,404.4,0.0,22.0,1099,1073,1014
2026-04-24,A,PACK-01,VLD,465.0,86.1,378.9,15.0,9.5,2322,2103,2123
2026-04-24,B,ASSY-01,VLD,406.7,29.6,377.0,73.3,31.0,717,700,711
2026-04-24,B,ASSY-02,VLD,398.1,12.1,386.0,81.9,31.0,703,690,678
2026-04-24,B,LEAK-01,VLD,459.8,71.6,388.2,20.2,22.0,1022,995,1015
2026-04-24,B,PACK-01,VLD,464.4,81.4,383.0,15.6,9.5,2308,2096,2116
2026-04-25,A,PRESS-01,BRM,480.0,160.7,319.3,0.0,4.2,4361,4245,4051
2026-04-25,A,PRESS-02,BRM,480.0,165.8,314.2,0.0,3.1,5700,5585,5301
2026-04-25,A,PRESS-03,BRM,480.0,113.8,366.2,0.0,2.4,8756,8549,8110
2026-04-25,A,WELD-01,BRM,480.0,59.0,421.0,0.0,18.5,1153,1137,1120
2026-04-25,A,WELD-02,BRM,480.0,68.2,411.8,0.0,18.5,1320,1303,1226
2026-04-25,A,CNC-01,STW,480.0,88.2,391.8,0.0,52.0,435,430,301
2026-04-25,A,CNC-02,STW,480.0,123.3,356.7,0.0,52.0,391,382,370
2026-04-25,A,CNC-03,STW,480.0,294.8,185.2,0.0,48.0,224,221,222
2026-04-25,A,CNC-04,STW,480.0,66.6,413.4,0.0,48.0,516,511,512
2026-04-25,A,GRIND-01,STW,480.0,118.7,361.3,0.0,76.0,276,272,278
2026-04-27,A,PRESS-01,BRM,480.0,166.5,313.5,0.0,4.2,4263,4164,3976
2026-04-27,A,PRESS-02,BRM,480.0,205.4,274.6,0.0,3.1,5222,5161,4824
2026-04-27,A,PRESS-03,BRM,480.0,84.6,395.4,0.0,2.4,9837,9625,9900
2026-04-27,A,WELD-01,BRM,480.0,87.7,392.3,0.0,18.5,1124,1103,1085
2026-04-27,A,WELD-02,BRM,480.0,93.0,387.0,0.0,18.5,1226,1211,1197
2026-04-27,B,PRESS-01,BRM,480.0,198.3,281.7,0.0,4.2,3834,3791,3523
2026-04-27,B,PRESS-02,BRM,480.0,228.5,251.5,0.0,3.1,4747,4696,4534
2026-04-27,B,PRESS-03,BRM,480.0,98.1,381.9,0.0,2.4,9347,9214,8797
2026-04-27,B,WELD-01,BRM,480.0,53.1,426.9,0.0,18.5,1198,1184,1171
2026-04-27,B,WELD-02,BRM,480.0,67.2,412.8,0.0,18.5,1284,1274,1209
2026-04-27,C,PRESS-01,BRM,480.0,203.1,276.9,0.0,4.2,3642,3524,3584
2026-04-27,C,PRESS-02,BRM,480.0,378.5,101.5,0.0,3.1,1820,1780,1689
2026-04-27,C,PRESS-03,BRM,480.0,174.1,305.9,0.0,2.4,7317,7199,6841
2026-04-27,C,WELD-01,BRM,480.0,67.8,412.2,0.0,18.5,1177,1153,1123
2026-04-27,C,WELD-02,BRM,480.0,119.1,360.9,0.0,18.5,1157,1147,1109
2026-04-27,A,CNC-01,STW,480.0,111.1,368.9,0.0,52.0,425,418,289
2026-04-27,A,CNC-02,STW,480.0,127.0,353.0,0.0,52.0,397,397,398
2026-04-27,A,CNC-03,STW,480.0,413.6,66.4,0.0,48.0,81,81,77
2026-04-27,A,CNC-04,STW,480.0,81.7,398.3,0.0,48.0,485,483,452
2026-04-27,A,GRIND-01,STW,480.0,151.3,328.7,0.0,76.0,254,250,252
2026-04-27,B,CNC-01,STW,480.0,78.2,401.8,0.0,52.0,450,443,310
2026-04-27,B,CNC-02,STW,480.0,83.9,396.1,0.0,52.0,447,443,435
2026-04-27,B,CNC-03,STW,480.0,273.2,206.8,0.0,48.0,250,245,255
2026-04-27,B,CNC-04,STW,480.0,60.6,419.4,0.0,48.0,524,520,492
2026-04-27,B,GRIND-01,STW,480.0,112.2,367.8,0.0,76.0,277,272,266
2026-04-27,C,CNC-01,STW,480.0,92.0,388.0,0.0,52.0,427,427,304
2026-04-27,C,CNC-02,STW,480.0,98.3,381.7,0.0,52.0,422,419,408
2026-04-27,C,CNC-03,STW,480.0,323.7,156.3,0.0,48.0,191,191,186
2026-04-27,C,CNC-04,STW,480.0,83.2,396.8,0.0,48.0,483,480,468
2026-04-27,C,GRIND-01,STW,480.0,112.2,367.8,0.0,76.0,272,269,258
2026-04-27,A,ASSY-01,VLD,437.8,53.1,384.7,42.2,31.0,711,699,678
2026-04-27,A,ASSY-02,VLD,442.3,77.9,364.4,37.7,31.0,658,642,619
2026-04-27,A,LEAK-01,VLD,480.0,94.5,385.5,0.0,22.0,1015,988,952
2026-04-27,A,PACK-01,VLD,480.0,97.2,382.8,0.0,9.5,2319,2281,2129
2026-04-27,B,ASSY-01,VLD,480.0,92.6,387.4,0.0,31.0,727,718,716
2026-04-27,B,ASSY-02,VLD,430.3,22.7,407.5,49.7,31.0,736,713,725
2026-04-27,B,LEAK-01,VLD,480.0,70.3,409.7,0.0,22.0,1111,1084,1015
2026-04-27,B,PACK-01,VLD,411.9,7.8,404.1,68.1,9.5,2441,2223,2389
2026-04-28,A,PRESS-01,BRM,480.0,164.2,315.8,0.0,4.2,4270,4166,3910
2026-04-28,A,PRESS-02,BRM,480.0,259.0,221.0,0.0,3.1,4175,4069,4089
