iso_week,machine_id,plant_id,defect_code,units
2026-W19,GRIND-01,STW,SU-SETUP,1
2026-W19,GRIND-01,STW,SU-WARM,3
2026-W19,GRIND-01,STW,SURF,24
2026-W19,LEAK-01,VLD,LEAK-FAIL,255
2026-W19,LEAK-01,VLD,SU-SETUP,7
2026-W19,LEAK-01,VLD,SU-WARM,3
2026-W19,PACK-01,VLD,ASSY-MISS,112
2026-W19,PACK-01,VLD,SU-SETUP,804
2026-W19,PACK-01,VLD,SU-WARM,615
2026-W19,PACK-01,VLD,SURF,106
2026-W19,PRESS-01,BRM,BURR,503
2026-W19,PRESS-01,BRM,DIM-OOT,676
2026-W19,PRESS-01,BRM,SU-SETUP,109
2026-W19,PRESS-01,BRM,SU-WARM,87
2026-W19,PRESS-01,BRM,SURF,37
2026-W19,PRESS-02,BRM,BURR,295
2026-W19,PRESS-02,BRM,DIM-OOT,397
2026-W19,PRESS-02,BRM,SU-SETUP,267
2026-W19,PRESS-02,BRM,SU-WARM,274
2026-W19,PRESS-02,BRM,SURF,25
2026-W19,PRESS-03,BRM,BURR,687
2026-W19,PRESS-03,BRM,DIM-OOT,693
2026-W19,PRESS-03,BRM,SU-SETUP,218
2026-W19,PRESS-03,BRM,SU-WARM,172
2026-W19,PRESS-03,BRM,SURF,88
2026-W19,WELD-01,BRM,DIM-OOT,137
2026-W19,WELD-01,BRM,SU-SETUP,15
2026-W19,WELD-01,BRM,SU-WARM,15
2026-W19,WELD-01,BRM,WELD-POR,146
2026-W19,WELD-02,BRM,DIM-OOT,94
2026-W19,WELD-02,BRM,SU-SETUP,11
2026-W19,WELD-02,BRM,SU-WARM,11
2026-W19,WELD-02,BRM,WELD-POR,89
2026-W20,ASSY-01,VLD,ASSY-MISS,49
2026-W20,ASSY-01,VLD,DIM-OOT,46
2026-W20,ASSY-01,VLD,SU-SETUP,6
2026-W20,ASSY-01,VLD,SU-WARM,6
2026-W20,ASSY-02,VLD,ASSY-MISS,59
2026-W20,ASSY-02,VLD,DIM-OOT,49
2026-W20,ASSY-02,VLD,SU-SETUP,16
2026-W20,ASSY-02,VLD,SU-WARM,18
2026-W20,CNC-01,STW,BURR,1
2026-W20,CNC-01,STW,DIM-OOT,21
2026-W20,CNC-01,STW,SU-SETUP,2
2026-W20,CNC-01,STW,SU-WARM,1
2026-W20,CNC-01,STW,SURF,17
2026-W20,CNC-02,STW,BURR,3
2026-W20,CNC-02,STW,DIM-OOT,34
2026-W20,CNC-02,STW,SU-SETUP,6
2026-W20,CNC-02,STW,SU-WARM,6
2026-W20,CNC-02,STW,SURF,26
2026-W20,CNC-03,STW,BURR,2
2026-W20,CNC-03,STW,DIM-OOT,12
2026-W20,CNC-03,STW,SU-WARM,1
2026-W20,CNC-03,STW,SURF,11
2026-W20,CNC-04,STW,BURR,1
2026-W20,CNC-04,STW,DIM-OOT,21
2026-W20,CNC-04,STW,SU-SETUP,3
2026-W20,CNC-04,STW,SU-WARM,2
2026-W20,CNC-04,STW,SURF,18
2026-W20,GRIND-01,STW,DIM-OOT,20
2026-W20,GRIND-01,STW,SU-SETUP,1
2026-W20,GRIND-01,STW,SU-WARM,1
2026-W20,GRIND-01,STW,SURF,25
2026-W20,LEAK-01,VLD,LEAK-FAIL,241
2026-W20,LEAK-01,VLD,SU-SETUP,7
2026-W20,LEAK-01,VLD,SU-WARM,11
2026-W20,PACK-01,VLD,ASSY-MISS,108
2026-W20,PACK-01,VLD,SU-SETUP,891
2026-W20,PACK-01,VLD,SU-WARM,582
2026-W20,PACK-01,VLD,SURF,116
2026-W20,PRESS-01,BRM,BURR,548
2026-W20,PRESS-01,BRM,DIM-OOT,614
2026-W20,PRESS-01,BRM,SU-SETUP,45
2026-W20,PRESS-01,BRM,SU-WARM,41
2026-W20,PRESS-01,BRM,SURF,69
2026-W20,PRESS-02,BRM,BURR,414
2026-W20,PRESS-02,BRM,DIM-OOT,544
2026-W20,PRESS-02,BRM,SU-SETUP,321
2026-W20,PRESS-02,BRM,SU-WARM,278
2026-W20,PRESS-02,BRM,SURF,28
2026-W20,PRESS-03,BRM,BURR,773
2026-W20,PRESS-03,BRM,DIM-OOT,851
2026-W20,PRESS-03,BRM,SU-SETUP,231
2026-W20,PRESS-03,BRM,SU-WARM,170
2026-W20,PRESS-03,BRM,SURF,62
2026-W20,WELD-01,BRM,DIM-OOT,138
2026-W20,WELD-01,BRM,SU-SETUP,25
2026-W20,WELD-01,BRM,SU-WARM,18
2026-W20,WELD-01,BRM,WELD-POR,151
2026-W20,WELD-02,BRM,DIM-OOT,82
2026-W20,WELD-02,BRM,SU-SETUP,7
2026-W20,WELD-02,BRM,SU-WARM,7
2026-W20,WELD-02,BRM,WELD-POR,90
2026-W21,ASSY-01,VLD,ASSY-MISS,59
2026-W21,ASSY-01,VLD,DIM-OOT,49
2026-W21,ASSY-01,VLD,SU-SETUP,8
2026-W21,ASSY-01,VLD,SU-WARM,5
2026-W21,ASSY-02,VLD,ASSY-MISS,56
2026-W21,ASSY-02,VLD,DIM-OOT,46
2026-W21,ASSY-02,VLD,SU-SETUP,12
2026-W21,ASSY-02,VLD,SU-WARM,16
2026-W21,CNC-01,STW,BURR,2
2026-W21,CNC-01,STW,DIM-OOT,29
2026-W21,CNC-01,STW,SU-SETUP,4
2026-W21,CNC-01,STW,SU-WARM,4
2026-W21,CNC-01,STW,SURF,26
2026-W21,CNC-02,STW,BURR,4
2026-W21,CNC-02,STW,DIM-OOT,28
2026-W21,CNC-02,STW,SU-SETUP,6
2026-W21,CNC-02,STW,SU-WARM,8
2026-W21,CNC-02,STW,SURF,27
2026-W21,CNC-03,STW,BURR,1
2026-W21,CNC-03,STW,DIM-OOT,12
2026-W21,CNC-03,STW,SU-SETUP,1
2026-W21,CNC-03,STW,SU-WARM,2
2026-W21,CNC-03,STW,SURF,10
2026-W21,CNC-04,STW,DIM-OOT,22
2026-W21,CNC-04,STW,SU-SETUP,1
2026-W21,CNC-04,STW,SU-WARM,2
2026-W21,CNC-04,STW,SURF,25
2026-W21,GRIND-01,STW,DIM-OOT,24
2026-W21,GRIND-01,STW,SURF,28
2026-W21,LEAK-01,VLD,LEAK-FAIL,223
2026-W21,LEAK-01,VLD,SU-SETUP,6
2026-W21,LEAK-01,VLD,SU-WARM,4
2026-W21,PACK-01,VLD,ASSY-MISS,93
2026-W21,PACK-01,VLD,SU-SETUP,986
2026-W21,PACK-01,VLD,SU-WARM,757
2026-W21,PACK-01,VLD,SURF,96
2026-W21,PRESS-01,BRM,BURR,505
2026-W21,PRESS-01,BRM,DIM-OOT,625
2026-W21,PRESS-01,BRM,SU-SETUP,128
2026-W21,PRESS-01,BRM,SU-WARM,102
2026-W21,PRESS-01,BRM,SURF,66
2026-W21,PRESS-02,BRM,BURR,379
2026-W21,PRESS-02,BRM,DIM-OOT,490
2026-W21,PRESS-02,BRM,SU-SETUP,238
2026-W21,PRESS-02,BRM,SU-WARM,260
2026-W21,PRESS-02,BRM,SURF,56
2026-W21,PRESS-03,BRM,BURR,734
2026-W21,PRESS-03,BRM,DIM-OOT,843
2026-W21,PRESS-03,BRM,SU-SETUP,248
2026-W21,PRESS-03,BRM,SU-WARM,236
2026-W21,PRESS-03,BRM,SURF,24
2026-W21,WELD-01,BRM,DIM-OOT,148
2026-W21,WELD-01,BRM,SU-SETUP,11
2026-W21,WELD-01,BRM,SU-WARM,9
2026-W21,WELD-01,BRM,WELD-POR,146
2026-W21,WELD-02,BRM,DIM-OOT,69
2026-W21,WELD-02,BRM,SU-SETUP,16
2026-W21,WELD-02,BRM,SU-WARM,15
2026-W21,WELD-02,BRM,WELD-POR,91
2026-W22,ASSY-01,VLD,ASSY-MISS,50
2026-W22,ASSY-01,VLD,DIM-OOT,39
2026-W22,ASSY-01,VLD,SU-SETUP,18
2026-W22,ASSY-01,VLD,SU-WARM,11
2026-W22,ASSY-02,VLD,ASSY-MISS,55
2026-W22,ASSY-02,VLD,DIM-OOT,53
2026-W22,ASSY-02,VLD,SU-SETUP,3
2026-W22,ASSY-02,VLD,SU-WARM,2
2026-W22,CNC-01,STW,BURR,2
2026-W22,CNC-01,STW,DIM-OOT,21
2026-W22,CNC-01,STW,SU-SETUP,6
2026-W22,CNC-01,STW,SU-WARM,2
2026-W22,CNC-01,STW,SURF,18
2026-W22,CNC-02,STW,BURR,3
2026-W22,CNC-02,STW,DIM-OOT,30
2026-W22,CNC-02,STW,SU-SETUP,3
2026-W22,CNC-02,STW,SU-WARM,3
2026-W22,CNC-02,STW,SURF,24
2026-W22,CNC-03,STW,BURR,1
2026-W22,CNC-03,STW,DIM-OOT,12
2026-W22,CNC-03,STW,SU-SETUP,2
2026-W22,CNC-03,STW,SU-WARM,2
2026-W22,CNC-03,STW,SURF,12
2026-W22,CNC-04,STW,BURR,2
2026-W22,CNC-04,STW,DIM-OOT,26
2026-W22,CNC-04,STW,SU-SETUP,3
2026-W22,CNC-04,STW,SU-WARM,2
2026-W22,CNC-04,STW,SURF,22
2026-W22,GRIND-01,STW,DIM-OOT,20
2026-W22,GRIND-01,STW,SU-WARM,1
2026-W22,GRIND-01,STW,SURF,25
2026-W22,LEAK-01,VLD,LEAK-FAIL,214
2026-W22,LEAK-01,VLD,SU-SETUP,13
2026-W22,LEAK-01,VLD,SU-WARM,6
2026-W22,PACK-01,VLD,ASSY-MISS,92
2026-W22,PACK-01,VLD,SU-SETUP,815
2026-W22,PACK-01,VLD,SU-WARM,755
2026-W22,PACK-01,VLD,SURF,84
2026-W22,PRESS-01,BRM,BURR,603
2026-W22,PRESS-01,BRM,DIM-OOT,601
2026-W22,PRESS-01,BRM,SU-SETUP,169
2026-W22,PRESS-01,BRM,SU-WARM,141
2026-W22,PRESS-01,BRM,SURF,44
2026-W22,PRESS-02,BRM,BURR,458
2026-W22,PRESS-02,BRM,DIM-OOT,466
2026-W22,PRESS-02,BRM,SU-SETUP,345
2026-W22,PRESS-02,BRM,SU-WARM,322
2026-W22,PRESS-02,BRM,SURF,47
2026-W22,PRESS-03,BRM,BURR,660
2026-W22,PRESS-03,BRM,DIM-OOT,817
2026-W22,PRESS-03,BRM,SU-SETUP,262
2026-W22,PRESS-03,BRM,SU-WARM,266
2026-W22,PRESS-03,BRM,SURF,98
2026-W22,WELD-01,BRM,DIM-OOT,143
2026-W22,WELD-01,BRM,SU-SETUP,10
2026-W22,WELD-01,BRM,SU-WARM,9
2026-W22,WELD-01,BRM,WELD-POR,145
2026-W22,WELD-02,BRM,DIM-OOT,78
2026-W22,WELD-02,BRM,SU-SETUP,7
2026-W22,WELD-02,BRM,SU-WARM,6
2026-W22,WELD-02,BRM,WELD-POR,109
2026-W23,ASSY-01,VLD,ASSY-MISS,50
2026-W23,ASSY-01,VLD,DIM-OOT,54
2026-W23,ASSY-01,VLD,SU-SETUP,12
2026-W23,ASSY-01,VLD,SU-WARM,10
2026-W23,ASSY-02,VLD,ASSY-MISS,64
2026-W23,ASSY-02,VLD,DIM-OOT,54
2026-W23,ASSY-02,VLD,SU-SETUP,12
2026-W23,ASSY-02,VLD,SU-WARM,9
2026-W23,CNC-01,STW,BURR,1
2026-W23,CNC-01,STW,DIM-OOT,30
2026-W23,CNC-01,STW,SU-SETUP,2
2026-W23,CNC-01,STW,SU-WARM,2
2026-W23,CNC-01,STW,SURF,18
2026-W23,CNC-02,STW,BURR,4
2026-W23,CNC-02,STW,DIM-OOT,29
2026-W23,CNC-02,STW,SU-SETUP,3
2026-W23,CNC-02,STW,SU-WARM,1
2026-W23,CNC-02,STW,SURF,21
2026-W23,CNC-03,STW,BURR,2
2026-W23,CNC-03,STW,DIM-OOT,13
2026-W23,CNC-03,STW,SURF,13
2026-W23,CNC-04,STW,BURR,2
2026-W23,CNC-04,STW,DIM-OOT,19
2026-W23,CNC-04,STW,SU-SETUP,4
2026-W23,CNC-04,STW,SU-WARM,7
2026-W23,CNC-04,STW,SURF,21
2026-W23,GRIND-01,STW,DIM-OOT,20
2026-W23,GRIND-01,STW,SU-SETUP,1
2026-W23,GRIND-01,STW,SU-WARM,3
2026-W23,GRIND-01,STW,SURF,21
2026-W23,LEAK-01,VLD,LEAK-FAIL,241
2026-W23,PACK-01,VLD,ASSY-MISS,133
2026-W23,PACK-01,VLD,SU-SETUP,826
2026-W23,PACK-01,VLD,SU-WARM,801
2026-W23,PACK-01,VLD,SURF,111
2026-W23,PRESS-01,BRM,BURR,519
2026-W23,PRESS-01,BRM,DIM-OOT,584
2026-W23,PRESS-01,BRM,SU-SETUP,120
2026-W23,PRESS-01,BRM,SU-WARM,118
2026-W23,PRESS-01,BRM,SURF,98
2026-W23,PRESS-02,BRM,BURR,348
2026-W23,PRESS-02,BRM,DIM-OOT,410
2026-W23,PRESS-02,BRM,SU-SETUP,248
2026-W23,PRESS-02,BRM,SU-WARM,228
2026-W23,PRESS-02,BRM,SURF,41
2026-W23,PRESS-03,BRM,BURR,658
2026-W23,PRESS-03,BRM,DIM-OOT,744
2026-W23,PRESS-03,BRM,SU-SETUP,123
2026-W23,PRESS-03,BRM,SU-WARM,152
2026-W23,PRESS-03,BRM,SURF,107
2026-W23,WELD-01,BRM,DIM-OOT,138
2026-W23,WELD-01,BRM,SU-SETUP,25
2026-W23,WELD-01,BRM,SU-WARM,18
2026-W23,WELD-01,BRM,WELD-POR,194
2026-W23,WELD-02,BRM,DIM-OOT,80
2026-W23,WELD-02,BRM,SU-SETUP,5
2026-W23,WELD-02,BRM,SU-WARM,4
2026-W23,WELD-02,BRM,WELD-POR,99
2026-W24,ASSY-01,VLD,ASSY-MISS,48
2026-W24,ASSY-01,VLD,DIM-OOT,45
2026-W24,ASSY-01,VLD,SU-SETUP,13
2026-W24,ASSY-01,VLD,SU-WARM,13
2026-W24,ASSY-02,VLD,ASSY-MISS,58
2026-W24,ASSY-02,VLD,DIM-OOT,43
2026-W24,ASSY-02,VLD,SU-SETUP,15
2026-W24,ASSY-02,VLD,SU-WARM,12
2026-W24,CNC-01,STW,BURR,3
2026-W24,CNC-01,STW,DIM-OOT,21
2026-W24,CNC-01,STW,SU-SETUP,5
2026-W24,CNC-01,STW,SU-WARM,4
2026-W24,CNC-01,STW,SURF,19
2026-W24,CNC-02,STW,BURR,5
2026-W24,CNC-02,STW,DIM-OOT,28
2026-W24,CNC-02,STW,SU-SETUP,3
2026-W24,CNC-02,STW,SU-WARM,1
2026-W24,CNC-02,STW,SURF,23
2026-W24,CNC-03,STW,BURR,2
2026-W24,CNC-03,STW,DIM-OOT,12
2026-W24,CNC-03,STW,SU-WARM,2
2026-W24,CNC-03,STW,SURF,9
2026-W24,CNC-04,STW,BURR,1
2026-W24,CNC-04,STW,DIM-OOT,27
2026-W24,CNC-04,STW,SU-SETUP,2
2026-W24,CNC-04,STW,SU-WARM,1
2026-W24,CNC-04,STW,SURF,20
2026-W24,GRIND-01,STW,DIM-OOT,21
2026-W24,GRIND-01,STW,SU-SETUP,4
2026-W24,GRIND-01,STW,SU-WARM,2
2026-W24,GRIND-01,STW,SURF,23
2026-W24,LEAK-01,VLD,LEAK-FAIL,216
2026-W24,LEAK-01,VLD,SU-SETUP,5
2026-W24,LEAK-01,VLD,SU-WARM,2
2026-W24,PACK-01,VLD,ASSY-MISS,88
2026-W24,PACK-01,VLD,SU-SETUP,728
2026-W24,PACK-01,VLD,SU-WARM,687
2026-W24,PACK-01,VLD,SURF,86
2026-W24,PRESS-01,BRM,BURR,523
2026-W24,PRESS-01,BRM,DIM-OOT,601
2026-W24,PRESS-01,BRM,SU-SETUP,69
2026-W24,PRESS-01,BRM,SU-WARM,58
2026-W24,PRESS-01,BRM,SURF,47
2026-W24,PRESS-02,BRM,BURR,390
2026-W24,PRESS-02,BRM,DIM-OOT,415
2026-W24,PRESS-02,BRM,SU-SETUP,222
2026-W24,PRESS-02,BRM,SU-WARM,194
2026-W24,PRESS-02,BRM,SURF,40
2026-W24,PRESS-03,BRM,BURR,663
2026-W24,PRESS-03,BRM,DIM-OOT,943
2026-W24,PRESS-03,BRM,SU-SETUP,244
2026-W24,PRESS-03,BRM,SU-WARM,193
2026-W24,PRESS-03,BRM,SURF,24
2026-W24,WELD-01,BRM,DIM-OOT,142
2026-W24,WELD-01,BRM,SU-SETUP,15
2026-W24,WELD-01,BRM,SU-WARM,12
2026-W24,WELD-01,BRM,WELD-POR,151
2026-W24,WELD-02,BRM,DIM-OOT,97
2026-W24,WELD-02,BRM,SU-SETUP,9
2026-W24,WELD-02,BRM,SU-WARM,8
2026-W24,WELD-02,BRM,WELD-POR,118
2026-W25,ASSY-01,VLD,ASSY-MISS,50
2026-W25,ASSY-01,VLD,DIM-OOT,44
2026-W25,ASSY-01,VLD,SU-SETUP,11
2026-W25,ASSY-01,VLD,SU-WARM,11
2026-W25,ASSY-02,VLD,ASSY-MISS,47
2026-W25,ASSY-02,VLD,DIM-OOT,48
2026-W25,ASSY-02,VLD,SU-SETUP,12
2026-W25,ASSY-02,VLD,SU-WARM,11
2026-W25,CNC-01,STW,BURR,2
2026-W25,CNC-01,STW,DIM-OOT,22
2026-W25,CNC-01,STW,SU-SETUP,7
2026-W25,CNC-01,STW,SU-WARM,8
2026-W25,CNC-01,STW,SURF,21
2026-W25,CNC-02,STW,DIM-OOT,30
2026-W25,CNC-02,STW,SU-SETUP,5
2026-W25,CNC-02,STW,SU-WARM,3
2026-W25,CNC-02,STW,SURF,21
2026-W25,CNC-03,STW,BURR,1
2026-W25,CNC-03,STW,DIM-OOT,14
2026-W25,CNC-03,STW,SU-SETUP,1
2026-W25,CNC-03,STW,SURF,7
2026-W25,CNC-04,STW,BURR,4
2026-W25,CNC-04,STW,DIM-OOT,23
2026-W25,CNC-04,STW,SU-SETUP,5
2026-W25,CNC-04,STW,SU-WARM,6
2026-W25,CNC-04,STW,SURF,25
2026-W25,GRIND-01,STW,DIM-OOT,23
2026-W25,GRIND-01,STW,SU-SETUP,1
2026-W25,GRIND-01,STW,SU-WARM,3
2026-W25,GRIND-01,STW,SURF,21
2026-W25,LEAK-01,VLD,LEAK-FAIL,220
2026-W25,LEAK-01,VLD,SU-SETUP,2
2026-W25,LEAK-01,VLD,SU-WARM,2
2026-W25,PACK-01,VLD,ASSY-MISS,105
2026-W25,PACK-01,VLD,SU-SETUP,833
2026-W25,PACK-01,VLD,SU-WARM,640
2026-W25,PACK-01,VLD,SURF,72
2026-W25,PRESS-01,BRM,BURR,453
2026-W25,PRESS-01,BRM,DIM-OOT,574
2026-W25,PRESS-01,BRM,SU-SETUP,135
2026-W25,PRESS-01,BRM,SU-WARM,93
2026-W25,PRESS-01,BRM,SURF,54
2026-W25,PRESS-02,BRM,BURR,465
2026-W25,PRESS-02,BRM,DIM-OOT,488
2026-W25,PRESS-02,BRM,SU-SETUP,306
2026-W25,PRESS-02,BRM,SU-WARM,263
2026-W25,PRESS-02,BRM,SURF,46
2026-W25,PRESS-03,BRM,BURR,650
2026-W25,PRESS-03,BRM,DIM-OOT,766
2026-W25,PRESS-03,BRM,SU-SETUP,234
2026-W25,PRESS-03,BRM,SU-WARM,228
2026-W25,PRESS-03,BRM,SURF,46
2026-W25,WELD-01,BRM,DIM-OOT,140
2026-W25,WELD-01,BRM,SU-SETUP,5
2026-W25,WELD-01,BRM,SU-WARM,5
2026-W25,WELD-01,BRM,WELD-POR,164
2026-W25,WELD-02,BRM,DIM-OOT,83
2026-W25,WELD-02,BRM,SU-SETUP,10
2026-W25,WELD-02,BRM,SU-WARM,7
2026-W25,WELD-02,BRM,WELD-POR,92
2026-W26,ASSY-01,VLD,ASSY-MISS,44
2026-W26,ASSY-01,VLD,DIM-OOT,49
2026-W26,ASSY-01,VLD,SU-SETUP,24
2026-W26,ASSY-01,VLD,SU-WARM,19
2026-W26,ASSY-02,VLD,ASSY-MISS,52
2026-W26,ASSY-02,VLD,DIM-OOT,49
2026-W26,ASSY-02,VLD,SU-SETUP,9
2026-W26,ASSY-02,VLD,SU-WARM,7
2026-W26,CNC-01,STW,BURR,3
2026-W26,CNC-01,STW,DIM-OOT,20
2026-W26,CNC-01,STW,SU-SETUP,4
2026-W26,CNC-01,STW,SU-WARM,3
2026-W26,CNC-01,STW,SURF,18
2026-W26,CNC-02,STW,BURR,2
2026-W26,CNC-02,STW,DIM-OOT,23
2026-W26,CNC-02,STW,SU-SETUP,6
2026-W26,CNC-02,STW,SU-WARM,2
2026-W26,CNC-02,STW,SURF,20
2026-W26,CNC-03,STW,BURR,2
2026-W26,CNC-03,STW,DIM-OOT,13
2026-W26,CNC-03,STW,SU-SETUP,1
2026-W26,CNC-03,STW,SURF,11
2026-W26,CNC-04,STW,BURR,2
2026-W26,CNC-04,STW,DIM-OOT,21
2026-W26,CNC-04,STW,SU-SETUP,6
2026-W26,CNC-04,STW,SU-WARM,4
2026-W26,CNC-04,STW,SURF,19
2026-W26,GRIND-01,STW,DIM-OOT,21
2026-W26,GRIND-01,STW,SU-SETUP,1
2026-W26,GRIND-01,STW,SURF,26
2026-W26,LEAK-01,VLD,LEAK-FAIL,178
2026-W26,LEAK-01,VLD,SU-SETUP,15
2026-W26,LEAK-01,VLD,SU-WARM,12
2026-W26,PACK-01,VLD,ASSY-MISS,83
2026-W26,PACK-01,VLD,SU-SETUP,760
2026-W26,PACK-01,VLD,SU-WARM,522
2026-W26,PACK-01,VLD,SURF,89
2026-W26,PRESS-01,BRM,BURR,618
2026-W26,PRESS-01,BRM,DIM-OOT,657
2026-W26,PRESS-01,BRM,SU-SETUP,100
2026-W26,PRESS-01,BRM,SU-WARM,106
2026-W26,PRESS-01,BRM,SURF,55
2026-W26,PRESS-02,BRM,BURR,348
2026-W26,PRESS-02,BRM,DIM-OOT,466
2026-W26,PRESS-02,BRM,SU-SETUP,275
2026-W26,PRESS-02,BRM,SU-WARM,239
2026-W26,PRESS-02,BRM,SURF,37
2026-W26,PRESS-03,BRM,BURR,686
2026-W26,PRESS-03,BRM,DIM-OOT,945
2026-W26,PRESS-03,BRM,SU-SETUP,185
2026-W26,PRESS-03,BRM,SU-WARM,165
2026-W26,PRESS-03,BRM,SURF,82
2026-W26,WELD-01,BRM,DIM-OOT,131
2026-W26,WELD-01,BRM,SU-SETUP,11
2026-W26,WELD-01,BRM,SU-WARM,10
2026-W26,WELD-01,BRM,WELD-POR,181
2026-W26,WELD-02,BRM,DIM-OOT,86
2026-W26,WELD-02,BRM,SU-SETUP,10
2026-W26,WELD-02,BRM,SU-WARM,9
2026-W26,WELD-02,BRM,WELD-POR,84
2026-W27,ASSY-01,VLD,ASSY-MISS,50
2026-W27,ASSY-01,VLD,DIM-OOT,48
2026-W27,ASSY-01,VLD,SU-SETUP,18
2026-W27,ASSY-01,VLD,SU-WARM,14
2026-W27,ASSY-02,VLD,ASSY-MISS,45
2026-W27,ASSY-02,VLD,DIM-OOT,54
2026-W27,ASSY-02,VLD,SU-SETUP,7
2026-W27,ASSY-02,VLD,SU-WARM,9
2026-W27,CNC-01,STW,BURR,4
2026-W27,CNC-01,STW,DIM-OOT,25
2026-W27,CNC-01,STW,SU-SETUP,5
2026-W27,CNC-01,STW,SU-WARM,2
2026-W27,CNC-01,STW,SURF,24
2026-W27,CNC-02,STW,BURR,3
2026-W27,CNC-02,STW,DIM-OOT,30
2026-W27,CNC-02,STW,SU-SETUP,5
2026-W27,CNC-02,STW,SU-WARM,4
2026-W27,CNC-02,STW,SURF,24
2026-W27,CNC-03,STW,BURR,3
2026-W27,CNC-03,STW,DIM-OOT,14
2026-W27,CNC-03,STW,SU-SETUP,1
2026-W27,CNC-03,STW,SU-WARM,1
2026-W27,CNC-03,STW,SURF,10
2026-W27,CNC-04,STW,BURR,2
2026-W27,CNC-04,STW,DIM-OOT,25
2026-W27,CNC-04,STW,SU-SETUP,1
2026-W27,CNC-04,STW,SURF,18
2026-W27,GRIND-01,STW,DIM-OOT,25
2026-W27,GRIND-01,STW,SU-SETUP,1
2026-W27,GRIND-01,STW,SU-WARM,1
2026-W27,GRIND-01,STW,SURF,23
2026-W27,LEAK-01,VLD,LEAK-FAIL,226
2026-W27,LEAK-01,VLD,SU-SETUP,6
2026-W27,LEAK-01,VLD,SU-WARM,3
2026-W27,PACK-01,VLD,ASSY-MISS,96
2026-W27,PACK-01,VLD,SU-SETUP,1040
2026-W27,PACK-01,VLD,SU-WARM,898
2026-W27,PACK-01,VLD,SURF,75
2026-W27,PRESS-01,BRM,BURR,566
2026-W27,PRESS-01,BRM,DIM-OOT,669
2026-W27,PRESS-01,BRM,SU-SETUP,102
2026-W27,PRESS-01,BRM,SU-WARM,112
2026-W27,PRESS-01,BRM,SURF,35
2026-W27,PRESS-02,BRM,BURR,525
2026-W27,PRESS-02,BRM,DIM-OOT,487
2026-W27,PRESS-02,BRM,SU-SETUP,300
2026-W27,PRESS-02,BRM,SU-WARM,262
2026-W27,PRESS-02,BRM,SURF,15
2026-W27,PRESS-03,BRM,BURR,634
2026-W27,PRESS-03,BRM,DIM-OOT,740
2026-W27,PRESS-03,BRM,SU-SETUP,159
2026-W27,PRESS-03,BRM,SU-WARM,142
2026-W27,PRESS-03,BRM,SURF,64
2026-W27,WELD-01,BRM,DIM-OOT,134
2026-W27,WELD-01,BRM,SU-SETUP,9
2026-W27,WELD-01,BRM,SU-WARM,13
2026-W27,WELD-01,BRM,WELD-POR,158
2026-W27,WELD-02,BRM,DIM-OOT,89
2026-W27,WELD-02,BRM,SU-SETUP,10
2026-W27,WELD-02,BRM,SU-WARM,10
2026-W27,WELD-02,BRM,WELD-POR,104
2026-W28,ASSY-01,VLD,ASSY-MISS,51
2026-W28,ASSY-01,VLD,DIM-OOT,43
2026-W28,ASSY-01,VLD,SU-SETUP,9
2026-W28,ASSY-01,VLD,SU-WARM,7
2026-W28,ASSY-02,VLD,ASSY-MISS,50
2026-W28,ASSY-02,VLD,DIM-OOT,49
2026-W28,ASSY-02,VLD,SU-SETUP,10
2026-W28,ASSY-02,VLD,SU-WARM,11
2026-W28,CNC-01,STW,BURR,1
2026-W28,CNC-01,STW,DIM-OOT,24
2026-W28,CNC-01,STW,SU-SETUP,2
2026-W28,CNC-01,STW,SU-WARM,2
2026-W28,CNC-01,STW,SURF,16
2026-W28,CNC-02,STW,BURR,5
2026-W28,CNC-02,STW,DIM-OOT,32
2026-W28,CNC-02,STW,SU-SETUP,3
2026-W28,CNC-02,STW,SU-WARM,5
2026-W28,CNC-02,STW,SURF,23
2026-W28,CNC-03,STW,BURR,2
2026-W28,CNC-03,STW,DIM-OOT,12
2026-W28,CNC-03,STW,SU-SETUP,1
2026-W28,CNC-03,STW,SURF,8
2026-W28,CNC-04,STW,BURR,1
2026-W28,CNC-04,STW,DIM-OOT,28
2026-W28,CNC-04,STW,SU-SETUP,5
2026-W28,CNC-04,STW,SU-WARM,6
2026-W28,CNC-04,STW,SURF,21
2026-W28,GRIND-01,STW,DIM-OOT,23
2026-W28,GRIND-01,STW,SU-SETUP,4
2026-W28,GRIND-01,STW,SU-WARM,3
2026-W28,GRIND-01,STW,SURF,25
2026-W28,LEAK-01,VLD,LEAK-FAIL,205
2026-W28,LEAK-01,VLD,SU-SETUP,5
2026-W28,LEAK-01,VLD,SU-WARM,5
2026-W28,PACK-01,VLD,ASSY-MISS,57
2026-W28,PACK-01,VLD,SU-SETUP,858
2026-W28,PACK-01,VLD,SU-WARM,751
2026-W28,PACK-01,VLD,SURF,61
2026-W28,PRESS-01,BRM,BURR,524
2026-W28,PRESS-01,BRM,DIM-OOT,677
2026-W28,PRESS-01,BRM,SU-SETUP,89
2026-W28,PRESS-01,BRM,SU-WARM,86
2026-W28,PRESS-01,BRM,SURF,55
2026-W28,PRESS-02,BRM,BURR,371
2026-W28,PRESS-02,BRM,DIM-OOT,464
2026-W28,PRESS-02,BRM,SU-SETUP,252
