event_id,event_date,shift,machine_id,plant_id,reason_code,duration_min
EV-018852,2026-06-30,A,WELD-02,BRM,BRK-HYD,53.1
EV-018853,2026-06-30,B,PRESS-01,BRM,CHG-OVER,56.9
EV-018854,2026-06-30,B,PRESS-01,BRM,ADJ-TOOL,7.6
EV-018855,2026-06-30,B,PRESS-01,BRM,QA-CHECK,18.5
EV-018856,2026-06-30,B,PRESS-01,BRM,BRK-ELEC,18.1
EV-018857,2026-06-30,B,PRESS-01,BRM,BRK-TOOL,42.7
EV-018858,2026-06-30,B,PRESS-01,BRM,BRK-MECH,37.6
EV-018859,2026-06-30,B,PRESS-01,BRM,MINOR-ADJ,3.2
EV-018860,2026-06-30,B,PRESS-01,BRM,JAM,2.0
EV-018861,2026-06-30,B,PRESS-01,BRM,SENSOR,1.9
EV-018862,2026-06-30,B,PRESS-02,BRM,BRK-TOOL,11.4
EV-018863,2026-06-30,B,PRESS-02,BRM,CHG-OVER,96.8
EV-018864,2026-06-30,B,PRESS-02,BRM,ADJ-TOOL,7.7
EV-018865,2026-06-30,B,PRESS-02,BRM,BRK-TOOL,22.7
EV-018866,2026-06-30,B,PRESS-02,BRM,ADJ-TOOL,22.2
EV-018867,2026-06-30,B,PRESS-03,BRM,BRK-ELEC,55.6
EV-018868,2026-06-30,B,PRESS-03,BRM,CLEAN,20.6
EV-018869,2026-06-30,B,PRESS-03,BRM,BRK-ELEC,29.3
EV-018870,2026-06-30,B,WELD-01,BRM,BRK-HYD,41.9
EV-018871,2026-06-30,B,WELD-01,BRM,QA-CHECK,10.4
EV-018872,2026-06-30,B,WELD-01,BRM,SENSOR,3.9
EV-018873,2026-06-30,B,WELD-01,BRM,JAM,2.8
EV-018874,2026-06-30,B,WELD-01,BRM,MISFEED,0.6
EV-018875,2026-06-30,B,WELD-01,BRM,CHIP-CLR,2.2
EV-018876,2026-06-30,B,WELD-01,BRM,MINOR-ADJ,2.5
EV-018877,2026-06-30,B,WELD-01,BRM,CHIP-CLR,2.5
EV-018878,2026-06-30,B,WELD-01,BRM,CHIP-CLR,3.1
EV-018879,2026-06-30,B,WELD-01,BRM,JAM,0.8
EV-018880,2026-06-30,B,WELD-01,BRM,JAM,2.3
EV-018881,2026-06-30,B,WELD-01,BRM,MINOR-ADJ,3.5
EV-018882,2026-06-30,B,WELD-01,BRM,MISFEED,1.9
EV-018883,2026-06-30,B,WELD-01,BRM,MINOR-ADJ,3.4
EV-018884,2026-06-30,B,WELD-01,BRM,JAM,4.3
EV-018885,2026-06-30,B,WELD-01,BRM,JAM,4.5
EV-018886,2026-06-30,B,WELD-01,BRM,MINOR-ADJ,3.5
EV-018887,2026-06-30,B,WELD-01,BRM,SENSOR,2.0
EV-018888,2026-06-30,B,WELD-01,BRM,MINOR-ADJ,4.4
EV-018889,2026-06-30,B,WELD-01,BRM,SENSOR,3.4
EV-018890,2026-06-30,B,WELD-01,BRM,SENSOR,0.9
EV-018891,2026-06-30,B,WELD-01,BRM,MINOR-ADJ,2.8
EV-018892,2026-06-30,B,WELD-02,BRM,BLOCK,49.5
EV-018893,2026-06-30,B,WELD-02,BRM,BRK-ELEC,14.7
EV-018894,2026-06-30,B,WELD-02,BRM,BRK-TOOL,32.6
EV-018895,2026-06-30,B,WELD-02,BRM,MISFEED,2.7
EV-018896,2026-06-30,C,PRESS-01,BRM,BRK-MECH,143.1
EV-018897,2026-06-30,C,PRESS-01,BRM,NO-OP,65.3
EV-018898,2026-06-30,C,PRESS-02,BRM,NO-OP,58.9
EV-018899,2026-06-30,C,PRESS-02,BRM,CHG-OVER,97.3
EV-018900,2026-06-30,C,PRESS-02,BRM,CHG-OVER,85.5
EV-018901,2026-06-30,C,PRESS-02,BRM,ADJ-TOOL,26.1
EV-018902,2026-06-30,C,PRESS-02,BRM,CHIP-CLR,3.8
EV-018903,2026-06-30,C,PRESS-03,BRM,BLOCK,24.0
EV-018904,2026-06-30,C,PRESS-03,BRM,CHG-OVER,28.4
EV-018905,2026-06-30,C,PRESS-03,BRM,QA-CHECK,11.9
EV-018906,2026-06-30,C,PRESS-03,BRM,CLEAN,16.8
EV-018907,2026-06-30,C,PRESS-03,BRM,BLOCK,83.9
EV-018908,2026-06-30,C,PRESS-03,BRM,SENSOR,2.3
EV-018909,2026-06-30,C,WELD-01,BRM,CHG-OVER,24.8
EV-018910,2026-06-30,C,WELD-01,BRM,BLOCK,58.6
EV-018911,2026-06-30,C,WELD-01,BRM,CHIP-CLR,0.7
EV-018912,2026-06-30,C,WELD-01,BRM,JAM,4.1
EV-018913,2026-06-30,C,WELD-01,BRM,SENSOR,1.8
EV-018914,2026-06-30,C,WELD-01,BRM,CHIP-CLR,1.0
EV-018915,2026-06-30,C,WELD-01,BRM,MISFEED,1.4
EV-018916,2026-06-30,C,WELD-01,BRM,CHIP-CLR,4.4
EV-018917,2026-06-30,C,WELD-01,BRM,CHIP-CLR,2.0
EV-018918,2026-06-30,C,WELD-01,BRM,CHIP-CLR,4.4
EV-018919,2026-06-30,C,WELD-01,BRM,MISFEED,0.7
EV-018920,2026-06-30,C,WELD-01,BRM,MISFEED,2.0
EV-018921,2026-06-30,C,WELD-01,BRM,MINOR-ADJ,4.2
EV-018922,2026-06-30,C,WELD-01,BRM,CHIP-CLR,4.4
EV-018923,2026-06-30,C,WELD-01,BRM,JAM,3.0
EV-018924,2026-06-30,C,WELD-01,BRM,CHIP-CLR,2.4
EV-018925,2026-06-30,C,WELD-01,BRM,JAM,3.5
EV-018926,2026-06-30,C,WELD-01,BRM,MINOR-ADJ,0.9
EV-018927,2026-06-30,C,WELD-02,BRM,BRK-MECH,90.2
EV-018928,2026-06-30,C,WELD-02,BRM,JAM,1.4
EV-018929,2026-06-30,A,CNC-01,STW,NO-OP,54.6
EV-018930,2026-06-30,A,CNC-01,STW,BLOCK,28.2
EV-018931,2026-06-30,A,CNC-01,STW,CHIP-CLR,1.0
EV-018932,2026-06-30,A,CNC-02,STW,QA-CHECK,13.0
EV-018933,2026-06-30,A,CNC-02,STW,NO-OP,21.1
EV-018934,2026-06-30,A,CNC-02,STW,BRK-TOOL,23.7
EV-018935,2026-06-30,A,CNC-02,STW,BRK-TOOL,15.7
EV-018936,2026-06-30,A,CNC-02,STW,BRK-HYD,46.9
EV-018937,2026-06-30,A,CNC-02,STW,CHIP-CLR,1.3
EV-018938,2026-06-30,A,CNC-03,STW,BRK-HYD,72.3
EV-018939,2026-06-30,A,CNC-03,STW,STARVE,53.0
EV-018940,2026-06-30,A,CNC-03,STW,ADJ-TOOL,16.8
EV-018941,2026-06-30,A,CNC-03,STW,STARVE,55.2
EV-018942,2026-06-30,A,CNC-03,STW,STARVE,48.0
EV-018943,2026-06-30,A,CNC-03,STW,STARVE,39.8
EV-018944,2026-06-30,A,CNC-03,STW,STARVE,16.2
EV-018945,2026-06-30,A,CNC-04,STW,CLEAN,21.0
EV-018946,2026-06-30,A,CNC-04,STW,BRK-MECH,15.5
EV-018947,2026-06-30,A,CNC-04,STW,BRK-TOOL,19.7
EV-018948,2026-06-30,A,CNC-04,STW,NO-OP,17.3
EV-018949,2026-06-30,A,CNC-04,STW,BRK-MECH,15.0
EV-018950,2026-06-30,A,GRIND-01,STW,BLOCK,18.9
EV-018951,2026-06-30,A,GRIND-01,STW,CHG-OVER,35.7
EV-018952,2026-06-30,A,GRIND-01,STW,QA-CHECK,18.3
EV-018953,2026-06-30,A,GRIND-01,STW,BRK-HYD,41.5
EV-018954,2026-06-30,A,GRIND-01,STW,BRK-MECH,16.8
EV-018955,2026-06-30,B,CNC-01,STW,CHG-OVER,28.5
EV-018956,2026-06-30,B,CNC-01,STW,QA-CHECK,19.6
EV-018957,2026-06-30,B,CNC-01,STW,BRK-MECH,18.0
EV-018958,2026-06-30,B,CNC-02,STW,CLEAN,15.4
EV-018959,2026-06-30,B,CNC-02,STW,BLOCK,40.4
EV-018960,2026-06-30,B,CNC-02,STW,BRK-ELEC,43.3
EV-018961,2026-06-30,B,CNC-02,STW,NO-OP,17.3
EV-018962,2026-06-30,B,CNC-02,STW,BRK-ELEC,17.6
EV-018963,2026-06-30,B,CNC-03,STW,STARVE,99.6
EV-018964,2026-06-30,B,CNC-03,STW,STARVE,68.7
EV-018965,2026-06-30,B,CNC-03,STW,ADJ-TOOL,17.5
EV-018966,2026-06-30,B,CNC-03,STW,STARVE,42.4
EV-018967,2026-06-30,B,CNC-03,STW,STARVE,16.1
EV-018968,2026-06-30,B,CNC-03,STW,STARVE,13.7
EV-018969,2026-06-30,B,CNC-04,STW,CHG-OVER,23.4
EV-018970,2026-06-30,B,CNC-04,STW,BLOCK,27.4
EV-018971,2026-06-30,B,CNC-04,STW,BRK-TOOL,16.1
EV-018972,2026-06-30,B,GRIND-01,STW,QA-CHECK,15.1
EV-018973,2026-06-30,B,GRIND-01,STW,BRK-ELEC,17.0
EV-018974,2026-06-30,B,GRIND-01,STW,NO-OP,31.2
EV-018975,2026-06-30,B,GRIND-01,STW,NO-OP,34.8
EV-018976,2026-06-30,B,GRIND-01,STW,SENSOR,3.6
EV-018977,2026-06-30,C,CNC-01,STW,CLEAN,17.1
EV-018978,2026-06-30,C,CNC-01,STW,BRK-HYD,62.7
EV-018979,2026-06-30,C,CNC-01,STW,BRK-HYD,27.9
EV-018980,2026-06-30,C,CNC-01,STW,MINOR-ADJ,2.7
EV-018981,2026-06-30,C,CNC-02,STW,NO-OP,75.1
EV-018982,2026-06-30,C,CNC-02,STW,BLOCK,12.2
EV-018983,2026-06-30,C,CNC-02,STW,CHIP-CLR,3.0
EV-018984,2026-06-30,C,CNC-02,STW,SENSOR,3.4
EV-018985,2026-06-30,C,CNC-03,STW,STARVE,133.1
EV-018986,2026-06-30,C,CNC-03,STW,NO-OP,73.6
EV-018987,2026-06-30,C,CNC-03,STW,NO-OP,18.9
EV-018988,2026-06-30,C,CNC-03,STW,NO-OP,36.2
EV-018989,2026-06-30,C,CNC-03,STW,STARVE,63.4
EV-018990,2026-06-30,C,CNC-04,STW,CHG-OVER,27.8
EV-018991,2026-06-30,C,CNC-04,STW,BRK-ELEC,66.0
EV-018992,2026-06-30,C,GRIND-01,STW,ADJ-TOOL,6.0
EV-018993,2026-06-30,C,GRIND-01,STW,NO-OP,40.0
EV-018994,2026-06-30,C,GRIND-01,STW,NO-OP,72.5
EV-018995,2026-06-30,C,GRIND-01,STW,BRK-MECH,36.3
EV-018996,2026-06-30,A,ASSY-01,VLD,BRK-HYD,14.8
EV-018997,2026-06-30,A,ASSY-01,VLD,CHG-OVER,45.0
EV-018998,2026-06-30,A,ASSY-01,VLD,BRK-ELEC,38.3
EV-018999,2026-06-30,A,ASSY-01,VLD,NO-OP,21.9
EV-019000,2026-06-30,A,ASSY-01,VLD,MISFEED,3.9
EV-019001,2026-06-30,A,ASSY-01,VLD,MINOR-ADJ,3.3
EV-019002,2026-06-30,A,ASSY-02,VLD,CHG-OVER,42.8
EV-019003,2026-06-30,A,ASSY-02,VLD,QA-CHECK,19.8
EV-019004,2026-06-30,A,ASSY-02,VLD,NO-OP,25.9
EV-019005,2026-06-30,A,ASSY-02,VLD,CHIP-CLR,4.0
EV-019006,2026-06-30,A,ASSY-02,VLD,MISFEED,4.2
EV-019007,2026-06-30,A,LEAK-01,VLD,BRK-MECH,43.9
EV-019008,2026-06-30,A,LEAK-01,VLD,BRK-HYD,27.1
EV-019009,2026-06-30,A,LEAK-01,VLD,BRK-TOOL,33.1
EV-019010,2026-06-30,A,LEAK-01,VLD,MINOR-ADJ,1.5
EV-019011,2026-06-30,A,PACK-01,VLD,BRK-HYD,46.4
EV-019012,2026-06-30,A,PACK-01,VLD,CHG-OVER,24.1
EV-019013,2026-06-30,A,PACK-01,VLD,CLEAN,19.9
EV-019014,2026-06-30,A,PACK-01,VLD,JAM,3.4
EV-019015,2026-06-30,A,PACK-01,VLD,MISFEED,3.7
EV-019016,2026-06-30,B,ASSY-01,VLD,CHG-OVER,39.9
EV-019017,2026-06-30,B,ASSY-01,VLD,CHG-OVER,39.1
EV-019018,2026-06-30,B,ASSY-01,VLD,CHG-OVER,43.6
EV-019019,2026-06-30,B,ASSY-01,VLD,CHIP-CLR,3.7
EV-019020,2026-06-30,B,ASSY-01,VLD,JAM,0.9
EV-019021,2026-06-30,B,ASSY-01,VLD,MISFEED,2.5
EV-019022,2026-06-30,B,ASSY-02,VLD,ADJ-TOOL,13.5
EV-019023,2026-06-30,B,ASSY-02,VLD,BRK-ELEC,16.8
EV-019024,2026-06-30,B,ASSY-02,VLD,BRK-HYD,20.4
EV-019025,2026-06-30,B,ASSY-02,VLD,BRK-ELEC,49.5
EV-019026,2026-06-30,B,ASSY-02,VLD,BLOCK,21.5
EV-019027,2026-06-30,B,LEAK-01,VLD,QA-CHECK,11.1
EV-019028,2026-06-30,B,LEAK-01,VLD,BLOCK,22.1
EV-019029,2026-06-30,B,LEAK-01,VLD,NO-OP,23.2
EV-019030,2026-06-30,B,LEAK-01,VLD,NO-OP,35.1
EV-019031,2026-06-30,B,LEAK-01,VLD,JAM,2.5
EV-019032,2026-06-30,B,LEAK-01,VLD,MISFEED,4.1
EV-019033,2026-06-30,B,PACK-01,VLD,CHG-OVER,15.0
EV-019034,2026-06-30,B,PACK-01,VLD,CHG-OVER,15.8
EV-019035,2026-06-30,B,PACK-01,VLD,CHG-OVER,14.9
EV-019036,2026-06-30,B,PACK-01,VLD,PM-PLAN,32.3
EV-019037,2026-06-30,B,PACK-01,VLD,BRK-ELEC,26.9
EV-019038,2026-06-30,B,PACK-01,VLD,JAM,4.0
EV-019039,2026-06-30,B,PACK-01,VLD,JAM,2.7
EV-019040,2026-07-01,A,PRESS-01,BRM,BRK-HYD,25.2
EV-019041,2026-07-01,A,PRESS-01,BRM,BLOCK,39.7
EV-019042,2026-07-01,A,PRESS-01,BRM,NO-OP,34.6
EV-019043,2026-07-01,A,PRESS-01,BRM,BLOCK,34.6
EV-019044,2026-07-01,A,PRESS-01,BRM,JAM,3.8
EV-019045,2026-07-01,A,PRESS-01,BRM,MISFEED,1.4
EV-019046,2026-07-01,A,PRESS-02,BRM,ADJ-TOOL,12.2
EV-019047,2026-07-01,A,PRESS-02,BRM,CLEAN,10.7
EV-019048,2026-07-01,A,PRESS-02,BRM,ADJ-TOOL,21.9
EV-019049,2026-07-01,A,PRESS-02,BRM,BRK-TOOL,39.3
EV-019050,2026-07-01,A,PRESS-02,BRM,ADJ-TOOL,36.8
EV-019051,2026-07-01,A,PRESS-02,BRM,ADJ-TOOL,52.0
EV-019052,2026-07-01,A,PRESS-02,BRM,BRK-TOOL,57.0
EV-019053,2026-07-01,A,PRESS-02,BRM,BRK-TOOL,25.8
EV-019054,2026-07-01,A,PRESS-03,BRM,CHG-OVER,32.4
EV-019055,2026-07-01,A,PRESS-03,BRM,CHG-OVER,37.9
EV-019056,2026-07-01,A,PRESS-03,BRM,NO-OP,39.2
EV-019057,2026-07-01,A,WELD-01,BRM,CLEAN,23.7
EV-019058,2026-07-01,A,WELD-01,BRM,BLOCK,22.5
EV-019059,2026-07-01,A,WELD-01,BRM,SENSOR,4.0
EV-019060,2026-07-01,A,WELD-01,BRM,CHIP-CLR,3.6
EV-019061,2026-07-01,A,WELD-01,BRM,CHIP-CLR,4.2
EV-019062,2026-07-01,A,WELD-01,BRM,SENSOR,3.3
EV-019063,2026-07-01,A,WELD-01,BRM,CHIP-CLR,1.8
EV-019064,2026-07-01,A,WELD-01,BRM,MINOR-ADJ,3.7
EV-019065,2026-07-01,A,WELD-01,BRM,CHIP-CLR,4.0
EV-019066,2026-07-01,A,WELD-01,BRM,MINOR-ADJ,4.1
EV-019067,2026-07-01,A,WELD-01,BRM,CHIP-CLR,0.8
EV-019068,2026-07-01,A,WELD-01,BRM,MINOR-ADJ,1.4
EV-019069,2026-07-01,A,WELD-01,BRM,JAM,0.8
EV-019070,2026-07-01,A,WELD-01,BRM,JAM,3.5
EV-019071,2026-07-01,A,WELD-01,BRM,JAM,2.9
EV-019072,2026-07-01,A,WELD-02,BRM,BRK-TOOL,19.3
EV-019073,2026-07-01,A,WELD-02,BRM,BRK-HYD,52.1
EV-019074,2026-07-01,B,PRESS-01,BRM,PM-PLAN,45.9
EV-019075,2026-07-01,B,PRESS-01,BRM,CLEAN,20.2
EV-019076,2026-07-01,B,PRESS-01,BRM,BRK-TOOL,30.6
EV-019077,2026-07-01,B,PRESS-01,BRM,NO-OP,54.6
EV-019078,2026-07-01,B,PRESS-01,BRM,BLOCK,30.3
EV-019079,2026-07-01,B,PRESS-02,BRM,CHG-OVER,98.8
EV-019080,2026-07-01,B,PRESS-02,BRM,PM-PLAN,46.8
EV-019081,2026-07-01,B,PRESS-02,BRM,BRK-TOOL,50.8
EV-019082,2026-07-01,B,PRESS-02,BRM,ADJ-TOOL,25.0
EV-019083,2026-07-01,B,PRESS-02,BRM,BRK-TOOL,23.1
EV-019084,2026-07-01,B,PRESS-03,BRM,ADJ-TOOL,12.4
EV-019085,2026-07-01,B,PRESS-03,BRM,BLOCK,33.0
EV-019086,2026-07-01,B,PRESS-03,BRM,BRK-MECH,34.6
EV-019087,2026-07-01,B,PRESS-03,BRM,MISFEED,2.0
EV-019088,2026-07-01,B,WELD-01,BRM,CHG-OVER,18.4
EV-019089,2026-07-01,B,WELD-01,BRM,BRK-ELEC,19.7
EV-019090,2026-07-01,B,WELD-01,BRM,SENSOR,2.6
EV-019091,2026-07-01,B,WELD-01,BRM,MISFEED,2.5
EV-019092,2026-07-01,B,WELD-01,BRM,CHIP-CLR,3.7
EV-019093,2026-07-01,B,WELD-01,BRM,MINOR-ADJ,2.8
EV-019094,2026-07-01,B,WELD-01,BRM,JAM,2.4
EV-019095,2026-07-01,B,WELD-01,BRM,CHIP-CLR,3.8
EV-019096,2026-07-01,B,WELD-01,BRM,MINOR-ADJ,3.3
EV-019097,2026-07-01,B,WELD-01,BRM,JAM,3.9
EV-019098,2026-07-01,B,WELD-01,BRM,SENSOR,1.5
EV-019099,2026-07-01,B,WELD-01,BRM,MISFEED,2.6
EV-019100,2026-07-01,B,WELD-01,BRM,JAM,0.8
EV-019101,2026-07-01,B,WELD-01,BRM,SENSOR,3.0
EV-019102,2026-07-01,B,WELD-01,BRM,CHIP-CLR,1.8
EV-019103,2026-07-01,B,WELD-01,BRM,MINOR-ADJ,2.0
EV-019104,2026-07-01,B,WELD-01,BRM,MINOR-ADJ,3.5
EV-019105,2026-07-01,B,WELD-01,BRM,MISFEED,4.4
EV-019106,2026-07-01,B,WELD-01,BRM,JAM,2.2
EV-019107,2026-07-01,B,WELD-01,BRM,MISFEED,2.0
EV-019108,2026-07-01,B,WELD-01,BRM,CHIP-CLR,1.8
EV-019109,2026-07-01,B,WELD-02,BRM,NO-OP,32.7
EV-019110,2026-07-01,B,WELD-02,BRM,CHG-OVER,26.5
EV-019111,2026-07-01,B,WELD-02,BRM,BRK-MECH,36.0
EV-019112,2026-07-01,B,WELD-02,BRM,JAM,2.0
EV-019113,2026-07-01,B,WELD-02,BRM,MINOR-ADJ,2.0
EV-019114,2026-07-01,C,PRESS-01,BRM,BRK-ELEC,20.2
EV-019115,2026-07-01,C,PRESS-01,BRM,CHG-OVER,55.8
EV-019116,2026-07-01,C,PRESS-01,BRM,ADJ-TOOL,17.3
EV-019117,2026-07-01,C,PRESS-01,BRM,BRK-ELEC,42.8
EV-019118,2026-07-01,C,PRESS-01,BRM,BRK-MECH,45.4
EV-019119,2026-07-01,C,PRESS-02,BRM,CHG-OVER,108.9
EV-019120,2026-07-01,C,PRESS-02,BRM,CHG-OVER,84.1
EV-019121,2026-07-01,C,PRESS-02,BRM,ADJ-TOOL,17.6
EV-019122,2026-07-01,C,PRESS-02,BRM,CLEAN,11.8
EV-019123,2026-07-01,C,PRESS-02,BRM,JAM,1.9
EV-019124,2026-07-01,C,PRESS-03,BRM,CHG-OVER,36.0
EV-019125,2026-07-01,C,PRESS-03,BRM,CLEAN,19.0
EV-019126,2026-07-01,C,PRESS-03,BRM,BRK-HYD,119.6
EV-019127,2026-07-01,C,WELD-01,BRM,BRK-ELEC,57.6
EV-019128,2026-07-01,C,WELD-01,BRM,MINOR-ADJ,1.0
EV-019129,2026-07-01,C,WELD-01,BRM,MINOR-ADJ,2.3
EV-019130,2026-07-01,C,WELD-01,BRM,MINOR-ADJ,3.6
EV-019131,2026-07-01,C,WELD-01,BRM,MISFEED,3.5
EV-019132,2026-07-01,C,WELD-01,BRM,JAM,3.7
EV-019133,2026-07-01,C,WELD-01,BRM,MINOR-ADJ,1.8
EV-019134,2026-07-01,C,WELD-01,BRM,MISFEED,0.9
EV-019135,2026-07-01,C,WELD-01,BRM,CHIP-CLR,3.4
EV-019136,2026-07-01,C,WELD-01,BRM,SENSOR,4.2
EV-019137,2026-07-01,C,WELD-01,BRM,SENSOR,4.3
EV-019138,2026-07-01,C,WELD-01,BRM,MISFEED,0.9
EV-019139,2026-07-01,C,WELD-01,BRM,JAM,4.3
EV-019140,2026-07-01,C,WELD-01,BRM,MISFEED,1.1
EV-019141,2026-07-01,C,WELD-02,BRM,CHG-OVER,17.6
EV-019142,2026-07-01,C,WELD-02,BRM,ADJ-TOOL,11.1
EV-019143,2026-07-01,C,WELD-02,BRM,NO-OP,68.6
EV-019144,2026-07-01,A,CNC-01,STW,ADJ-TOOL,9.7
EV-019145,2026-07-01,A,CNC-01,STW,BRK-TOOL,18.6
EV-019146,2026-07-01,A,CNC-01,STW,BLOCK,39.8
EV-019147,2026-07-01,A,CNC-01,STW,BRK-TOOL,34.7
EV-019148,2026-07-01,A,CNC-02,STW,CHG-OVER,33.5
EV-019149,2026-07-01,A,CNC-02,STW,CHG-OVER,38.9
EV-019150,2026-07-01,A,CNC-02,STW,ADJ-TOOL,9.4
EV-019151,2026-07-01,A,CNC-02,STW,BRK-HYD,36.9
EV-019152,2026-07-01,A,CNC-03,STW,STARVE,77.1
EV-019153,2026-07-01,A,CNC-03,STW,STARVE,51.0
EV-019154,2026-07-01,A,CNC-03,STW,QA-CHECK,18.2
EV-019155,2026-07-01,A,CNC-03,STW,CLEAN,16.5
EV-019156,2026-07-01,A,CNC-03,STW,NO-OP,44.1
EV-019157,2026-07-01,A,CNC-03,STW,STARVE,40.3
EV-019158,2026-07-01,A,CNC-03,STW,NO-OP,17.9
EV-019159,2026-07-01,A,CNC-03,STW,STARVE,57.5
EV-019160,2026-07-01,A,CNC-04,STW,BRK-TOOL,28.0
EV-019161,2026-07-01,A,CNC-04,STW,QA-CHECK,10.2
EV-019162,2026-07-01,A,CNC-04,STW,BRK-MECH,50.8
EV-019163,2026-07-01,A,GRIND-01,STW,NO-OP,45.0
EV-019164,2026-07-01,A,GRIND-01,STW,CHG-OVER,35.0
EV-019165,2026-07-01,A,GRIND-01,STW,NO-OP,18.9
EV-019166,2026-07-01,A,GRIND-01,STW,BRK-MECH,45.8
EV-019167,2026-07-01,A,GRIND-01,STW,BRK-TOOL,14.9
EV-019168,2026-07-01,B,CNC-01,STW,CHG-OVER,22.9
EV-019169,2026-07-01,B,CNC-01,STW,CLEAN,11.4
EV-019170,2026-07-01,B,CNC-01,STW,BRK-TOOL,53.3
EV-019171,2026-07-01,B,CNC-01,STW,CHIP-CLR,2.6
EV-019172,2026-07-01,B,CNC-02,STW,BLOCK,25.4
EV-019173,2026-07-01,B,CNC-02,STW,ADJ-TOOL,15.2
EV-019174,2026-07-01,B,CNC-02,STW,QA-CHECK,9.7
EV-019175,2026-07-01,B,CNC-02,STW,BRK-ELEC,48.0
EV-019176,2026-07-01,B,CNC-02,STW,SENSOR,2.7
EV-019177,2026-07-01,B,CNC-03,STW,CHG-OVER,24.2
EV-019178,2026-07-01,B,CNC-03,STW,ADJ-TOOL,16.9
EV-019179,2026-07-01,B,CNC-03,STW,NO-OP,24.3
EV-019180,2026-07-01,B,CNC-03,STW,STARVE,32.4
EV-019181,2026-07-01,B,CNC-03,STW,NO-OP,19.8
EV-019182,2026-07-01,B,CNC-03,STW,NO-OP,33.7
EV-019183,2026-07-01,B,CNC-03,STW,NO-OP,26.8
EV-019184,2026-07-01,B,CNC-03,STW,MISFEED,4.3
EV-019185,2026-07-01,B,CNC-04,STW,ADJ-TOOL,8.8
EV-019186,2026-07-01,B,CNC-04,STW,BRK-TOOL,36.0
EV-019187,2026-07-01,B,CNC-04,STW,BLOCK,28.3
EV-019188,2026-07-01,B,CNC-04,STW,BRK-ELEC,13.2
EV-019189,2026-07-01,B,CNC-04,STW,MINOR-ADJ,3.7
EV-019190,2026-07-01,B,CNC-04,STW,JAM,4.3
EV-019191,2026-07-01,B,CNC-04,STW,CHIP-CLR,1.6
EV-019192,2026-07-01,B,GRIND-01,STW,PM-PLAN,39.5
EV-019193,2026-07-01,B,GRIND-01,STW,CLEAN,20.1
EV-019194,2026-07-01,B,GRIND-01,STW,BRK-MECH,21.6
EV-019195,2026-07-01,B,GRIND-01,STW,BRK-TOOL,17.9
EV-019196,2026-07-01,B,GRIND-01,STW,BRK-MECH,35.7
EV-019197,2026-07-01,B,GRIND-01,STW,MINOR-ADJ,0.8
EV-019198,2026-07-01,B,GRIND-01,STW,CHIP-CLR,3.4
EV-019199,2026-07-01,B,GRIND-01,STW,SENSOR,2.6
EV-019200,2026-07-01,B,GRIND-01,STW,CHIP-CLR,2.3
EV-019201,2026-07-01,C,CNC-01,STW,QA-CHECK,13.7
EV-019202,2026-07-01,C,CNC-01,STW,NO-OP,60.1
EV-019203,2026-07-01,C,CNC-01,STW,BRK-HYD,26.9
EV-019204,2026-07-01,C,CNC-01,STW,MISFEED,2.9
EV-019205,2026-07-01,C,CNC-02,STW,ADJ-TOOL,12.4
EV-019206,2026-07-01,C,CNC-02,STW,BRK-HYD,34.1
EV-019207,2026-07-01,C,CNC-02,STW,NO-OP,18.9
EV-019208,2026-07-01,C,CNC-02,STW,BRK-ELEC,18.9
EV-019209,2026-07-01,C,CNC-03,STW,STARVE,56.5
EV-019210,2026-07-01,C,CNC-03,STW,STARVE,139.5
EV-019211,2026-07-01,C,CNC-03,STW,STARVE,79.3
EV-019212,2026-07-01,C,CNC-03,STW,PM-PLAN,87.6
EV-019213,2026-07-01,C,CNC-03,STW,QA-CHECK,15.3
EV-019214,2026-07-01,C,CNC-04,STW,BRK-MECH,24.3
EV-019215,2026-07-01,C,CNC-04,STW,NO-OP,67.9
EV-019216,2026-07-01,C,CNC-04,STW,BRK-MECH,22.7
EV-019217,2026-07-01,C,GRIND-01,STW,ADJ-TOOL,12.5
EV-019218,2026-07-01,C,GRIND-01,STW,BRK-ELEC,70.3
EV-019219,2026-07-01,C,GRIND-01,STW,BLOCK,76.9
EV-019220,2026-07-01,C,GRIND-01,STW,BRK-ELEC,12.5
EV-019221,2026-07-01,A,ASSY-01,VLD,CHG-OVER,31.5
EV-019222,2026-07-01,A,ASSY-01,VLD,BLOCK,30.0
EV-019223,2026-07-01,A,ASSY-01,VLD,NO-OP,42.7
EV-019224,2026-07-01,A,ASSY-01,VLD,NO-OP,18.4
EV-019225,2026-07-01,A,ASSY-01,VLD,JAM,2.6
EV-019226,2026-07-01,A,ASSY-01,VLD,CHIP-CLR,2.1
EV-019227,2026-07-01,A,ASSY-02,VLD,BLOCK,9.6
EV-019228,2026-07-01,A,ASSY-02,VLD,CHG-OVER,47.5
EV-019229,2026-07-01,A,ASSY-02,VLD,BLOCK,23.3
EV-019230,2026-07-01,A,ASSY-02,VLD,SENSOR,2.4
EV-019231,2026-07-01,A,LEAK-01,VLD,BLOCK,26.3
EV-019232,2026-07-01,A,LEAK-01,VLD,BRK-ELEC,18.4
EV-019233,2026-07-01,A,LEAK-01,VLD,BRK-TOOL,29.3
EV-019234,2026-07-01,A,LEAK-01,VLD,JAM,2.6
